,number,ユーザー名,コメント
1352,136-2,☆,じゃ、まず国会議員がセンチュリー出勤では無く、自転車通勤してください。
1353,136-3,ohb*****,"遊技施設の規制って、GOTOで行ってくださいと国が言ってたところでしょ！
しかも通勤７割抑制って、そもそも人の移動ではコロナは広がらない言ってたよね！
言ってることが矛盾してませんか？
まずは自分の失策を認めて真摯に謝罪して下さい。
それをしなければ、殆どの人が自粛や協力しないでしょう。"
1354,136-4,y05*****,時短下から感染者が減るんじゃないです。オウムサリン事件と同じで、コロナウイルスを拡散している犯人がいるので、探さないといけないですよ。昨年の１１月だけでも中国人が６万人入国したではないですか。それで１２月は爆発的に感染者が増えましたよね。
1355,136-5,cyb*****,"今更感が強くて素直に聴く気になれないんだよね。
しかも、ステーキ会食とか報道見ちゃってるから余計。
なんか適当感が半端無いんだよ。"
1356,136-6,aqh*****,きりの良いところで１ヶ月～みたいな？そんな感じでしょ？なにを根拠に１ヶ月とか決めてんの？
1357,136-7,tok****,"感染状況が再び収まるには、気温と湿度が上がらなくちゃな。
北海道が暖かくなる5月のGW頃までは、油断できないよ。"
1358,136-8,taj*****,"政府が馬鹿という声が出て多いが俺はそうは思わないな。むしろ良くやってると思う。
都知事と非常事態宣言を望む多くの国民は幼稚でアホの極みだが。
今回の宣言は幼稚なアホ国民と都知事が自分の首を絞めにいった。雰囲気だけでコロナを恐れて。"
1359,136-9,tenpal,"議員の先生方は良いよなー
車で出勤だもんなー"
1360,136-10,yxw*****,この時点で運動施設が対象とされ、半年後オリンピックができるという見立てはどこから来るのだろう？
1361,137-1,has*****,やれること、やろう
1362,137-2,got*****,補償金は安倍さんの口座から払えばいいんじゃないですか？ 秘書が勝手に引出しても気がつかないぐらいなんだし。 自民党の口座でもいいかも。 コロナで意味ある活動ないし、元は税金なんだし。裏金に使われるくらいなら。
1363,137-3,has*****,"前回もそうだが、東京が我慢すればいいのに、全国にというのは意味不明だ。
東京から移動しなければいいだけだ。
ホント迷惑な御意見だ。"
1364,137-4,hen*****,"2/7である理由は、中国の春節が2/11から始まるからだよ。
自民党は日本人の命より、お金を落としてくれる中国人の方が大事みたいだね。二度と自民党には投票しない。
中国共産党の下部組織として、今後やって行ってください。"
1365,137-5,nef*****,"まあ、人が集まる場所を制限しよう。だからなあ。

批判はもっともだが、
協力せんと、減らん現実。
文句もよーく、わかります。
ま、頑張りましょうや。

早く、マスクなしに出来る様に。
早く、他の病気がいつも同じように手術したり出来るように。
早く、お医者さんや看護師さんが、のんびりお休みとれるように。"
1366,137-6,ksx*****,"買い占め高齢者が…
早朝で…
“あのぅ～〇〇〇の売場はどちらですか？”
と店員さんに言う
こういう高齢者は地元じゃないか売場を知らない（認知症）"
1367,137-7,don*****,"身内がコロナにならないと動かないのか？
本当いい加減にしてくれ。
こんな連中がいつまでも居るから、
日本が駄目になる。"
1368,137-8,a.sa★,"五輪に影響するのが嫌だからすべては
五輪成功の頭しかないんだな。
いい加減にしてほしいこの政府。

１ヶ月で感染抑え込むのは至難の業とも言われているのに
なぜ簡単に期間を決めるかな。

前回より厳しくない緊急事態宣言だし
簡単に減るとは思えない。"
1369,137-9,lup*****,"運動施設や百貨店など時短したら人が集中して密になりそう。

時短よりも、重症化リスクの高い高齢者を最低限を除いて外出禁止にした方が良いと思う。

高齢者はこれまでの日本を支えてきた功労者だ。コロナなんかで失ってはいけない。
生き延びてもらうためにも外出禁止令を。こ"
1370,137-10,dan*****,急遽変わる内容緊急事態宣言したところはロックダウンこれでいいのでは。感染を押さえてから景気回復策はをとれば良いのでは、中途半端なことをいつまでやっても意味なし。
1371,138-1,zami,時短じゃ何も意味がないのは素人でも解るわ！この阿保や間抜け政権なんとかなりませんか。早く解散総選挙しないかな！？
1372,138-2,kuc*****,"リスクの高い部活動って具体的には？
判断の基準は何？
そこは、文科省が決める？都道府県の教育委員会が決める？学校判断？

必要なことは、専門家が判断してトップダウンでしょ。現場の人間は、具体性を求めている。"
1373,138-3,kou*****,"小中学校などに休校は求めないが、感染リスクの高い部活動は制限する。
んー。学校休校にしないのはなぜなんでしょう。季節性インフルエンザだって、子供達感染してますよー。
コロナだからって、伝染らない根拠って何？休校にすると、父兄もやすまなきゃいけないから？
もう、めちゃくちゃですね。"
1374,138-4,rpo*****,"まだまだ増えるよ。
キャンペーンして経済をむりやり回した
結果。本末転倒の馬鹿内閣。
医療崩壊もしてるし、本当どうするの？
馬鹿内閣は？
旅行も我慢して外出も我慢して、真面目な
人が1番馬鹿をみる。
飲食店についても，真面目が馬鹿をみて
倒産，廃業となってる。
言う事だけ聞いてて良くなると思えない。"
1375,138-5,********,"春節前に解除する方向丸出しですね。
2/7までという期間ではなく人数で区切ればいいのに変なの。
自粛してほしいなら1人50万円くらいの給付金を全国民にお願いします。"
1376,138-6,gjj***,"時短だけじゃなく朝活すればよくない？極寒だけど、あと2,3ヶ月もすれば春だよ"
1377,138-7,見ている人,大阪で飲食店の時短から一時的に数字下がりましたが、直近増える傾向に転じました。　首都圏4都県だけで緊急事態宣言と時短だけで抑えられるなら、その根拠を示して欲しいと思います。
1378,138-8,wnm*****,"期限ありきじゃないだろう。
2月なんて1番寒い時期なのになぜ最初から1ヶ月と言うのか。
これも二階に「やるなら春節までにしとけよ」とか言われたのか？二階政権は中国の方しか見ていない。本当に自民党は落ちたな。

野党に政権任せられる党が無いからと好き放題にやっているが、いっその事政治家抜きで官僚だけで国を動かした方がまだマシなのではないかともすら思う。

♯国会議員って必要ですか？"
1379,138-9,oou*****,飲食店のオーナーが「自粛はしません！生活かかってるから店開けてるだけなのに、何が悪いんですか?」って言ってた。ここだけだと「お前みたいな奴がいるから感染が収まらねぇんだよ！」と思っちゃいますが、そう言わせてるのは、政府がそれ相応の保障が出来ずにいるという現実があるから。今日も東京で感染者が1500人を越えたという。収束どころかどんどん増え続けている。このままだとロックダウン措置がとられるのも、そう遠くないでしょう。医療従事者の声を無視し続けている政府の責任は大きいですよ！どうします？菅総理！
1380,138-10,hkm*****,議員の宴会もどうなる？
1381,139-1,hir*****,"子供の感染が低いわけでは無い！未だに公立の小中高でもリモート授業が続きまた、感染防止の為に学校もかなり気を使いまた、バスや電車で通学していたのも親が送り迎えしたりできる限り自宅でゲーム等させて出歩かない様にと感染防止の徹底を今でもはかっている。
子供達に感染者の中にいてもうつりづらいと言う根拠は全くない。子供達に感染防止を徹底しているので広がっていないだけで広がり始めたらもう止まることはありえない。
子供達が感染しづらいと言う根拠も無い話はしないでもらいたい。
感染者10人の中に子供を10人入れて話をしても1名程度しかうつらない検証をしてもいないのに自身を持って言える事に理解出来ない。
インフルエンザが流行しない理由もコロナで感染防止をはかっているのだから当然です。"
1382,139-2,yuk*****,"政治家の権力で抑えつけて営業時間を短くし、売り上げが減っても補償はしない
自分たちは会食しても、他人の会食は否定する。
攻められれば自分たちの良いように解釈する
発言するコメントはすべて他人任せや「総合的」「俯瞰的」と曖昧な発言ばかり。
それが今の日本の政治家であり、あなた方日本人が選んだ政治家です。"
1383,139-3,asd******,"百貨店も時短営業要請って…。私の職場元々レストランフロア以外は20時までなんですけど。
閉店間際の惣菜安くなる時間すごい混むし、時短要請の意味ない。"
1384,139-4,ms7*****,現地時間５日にWHO事務局長が新型コロナ関連調査団が中国から入国拒否されたのは中国国内の事情もあるがただ大部分が中国警察当局がWHO新型コロナ関連調査団の入国に待ったをかけている可能性高いが以前WHOのある関係者が新型コロナウイルスが２０１３年に中国雲南省で見つかったSASの別のウイルスに似ている発表が新型中国保健当局の間で不快感になった可能性もあるようだけど中国保健当局の数人のトップやそれ以外の関係者らとWHO本部の副事務局長らWHOトップらやそれ以外の関係者数人が2013年に中国雲南省で見つかったSASの別のウイルスと新型コロナウイルスが似ているはずがないし普通はインフルエンザやSAS問わず変異等で似た遺伝子系のウイルスが発生せず別の遺伝子系のウイルスが発生するのが当たり前なのでやはり新型コロナは偽ウイルスで本当は従来がインフルエンザウイルスが変異した新インフルエンザのようですよ
1385,139-5,you*****,"全くもって意味が理解できないです。
客となる人の方が圧倒的に多いので、そちらの活動を抑えるまたは分散させるべきで、お店を閉めても何も改善されないと思う。"
1386,139-6,地の塩,学校教育とか、受験に介入しないところは詰めが甘いような。
1387,139-7,gut*****,"節分行事は、やめですね。
有っても間隔を空けて並び、配給のように豆を貰うくらいしか出来ない。"
1388,139-8,hab*****,"経済もわかるけど、自粛でなく禁止にすべき

強制力なく、はっきりと決めないからこうなる"
1389,139-9,tyb*****,とにかく二階堂がバカ
1390,139-10,hi_*****,期間で無く、感染者数等を元にした目標値を設定して、それを達成したら早く解除とか、そうした方が良いと思います。
1391,140-1,なんだかな〜,"茨城はオールスターのために後手になって、とんでもないことになるんだろうな。
大工町に絞ってるあたり水戸はオールスター終わった後地獄絵図になるよ。"
1392,140-2,z27*****,頭のいい先生方に聴いて出した答えがこれ？
1393,140-3,fuu*****,「任せておいて、うまくいかないと文句を言う」。こういう人たちがすごく増えた。
1394,140-4,qqu*****,"自民党が「日本」を悪くしてきた現実が見えたね
政治家なんて所詮この程度

頼むから次の選挙で「自民党」に投票するのはやめよう
もう高齢議員もいらんわ

日本に３０％ほど居る自民党信者の方々・・・早く目を覚まして"
1395,140-5,veg*****,時短って意味があるんでしょうか？昼間はコロナに感染するリスクは低くて、夜は高いの？んな事ないよね（笑）
1396,140-6,lyh*****,"飲食って人数じゃないでしよ。

一人入店以外禁止にして欲しい。

この状況でまだしゃべりながら会食してる奴。殴り倒したいんだけど。

医療機関が崩壊するまでわからないの？"
1397,140-7,att*****,2月7日でコロナが収まるわけがない。GOTOでウイルスを全国にばらまいた責任は重大。菅も二階もA級戦犯
1398,140-8,mzy*****,看護師を大学まで要請するほど病院にも入れないなら、出歩くるのを止めるしかないでしょう。全国的に全面て的に終日、外出自粛でしょう！
1399,140-9,pan*****,ここ数日で首都圏以外も軒並み爆発しているが、それでも要請なければ首都圏以外はそのままなのか？
1400,140-10,ピンキー,2Fやガースー、アッソウとかがみんな重篤なコロナに罹らないかな～。
1401,141-1,kum*****,"ステージ3に抑えたぐらいでは、またすぐに感染が広まってしまう。
全項目がステージ２以下になるまで宣言は解除すべきでは無いと思います。"
1402,141-2,＊＊＊＊＊＊＊,いや、そもそも、前回の緊急事態宣言の時の、不要不急の外出は不可、通勤通学は可、生活物資の買い物は可、ジョギング、散歩は可、これのどこが緊急事態なんだか？？無職や引きこもりなどの不要不急の外出よりも圧倒的多数の通勤通学の人出のほうをストップさせる大ナタ振るわんことにはコロナ感染は抑えられんよ
1403,141-3,kab*****,"国の予備費の数兆円は１都３県の飲食業にばらまいて、
それ以外の都市は貰えない。
国の予備費の予算、数兆円。国の予備費。
北海道から沖縄までもらえる権利のある予備費。１都３県で山分け。"
1404,141-4,qna*****,菅さんって自分で判断して行動したり、何かを決めたりする事ができない人なのかな。それなのに総理大臣になっちゃったの？政治の事とか全然わかりませんが、安倍さんの方が絶対よかった…。
1405,141-5,fuk*****,映画館やパチンコ屋は20時までも23時までも大勢に影響がないような気がするし、営業して給料と税金をちゃんと払って貰った方がいいんじゃないかな。
1406,141-6,yym*****,医療崩壊が始まっているのに、菅さんは呑気だね。さっさと辞任してください。
1407,141-7,pbq*****,"先手、先手で対策をする事が出来ないようですネ。火種が大きくなってからでは、損害が増えるばかり。
オリンピックはせめて、早く中止して。"
1408,141-8,axm*****,"国民が賢ければ次の菅内閣支持率は10%台に下がると思う。
この無策の政府では必ず没落の日本となる。教育革命から始めた、政治を目指す達の根性を叩き直さないと日本は沈没する。
飲み会を中心にに作られていく人間関係こそ、弱い心の日本人が作られた。"
1409,141-9,jh,一般企業も入れなさいよ
1410,141-10,yui*****,"終わりの始まり️

ミスリード"
1411,142-1,sog*****,"これだけ、市中感染が広がっている訳だから1か月で感染が収まる訳ではなく、取りあえず1か月様子を見ましょうって感じなんだろうね。

それよりも解除時の指標が無い方のが心配。"
1412,142-2,liz*****,"全てが終わりありき！
もう！オリンピックと同じ！こっちは始まりありき！
経済を優先したくせに潰そうとはこれ如何に！
百貨店を時短要請して意味あるの？
これまた中途半端！
やるならキッチリ止める！全てを止める位でヤラないと止まらない！
戦力を逐次投入は前線の拡大だけで消耗戦になる！
戦略的にも戦術的にも愚の骨頂！
投入するなら最大限に投入し短期に事を為す！"
1413,142-3,志田,"時短要請は法的に拘束力もなく、中途半端。
やるなら徹底的に封じ込めるぐらいの法規制でないと、変わらないと思う"
1414,142-4,北海道の片隅,本気で不要不急の外出止めたいのなら時短じゃなく営業休止でしょ。
1415,142-5,uej*****,１っか月２０万支給して１ヶ月休みにすれば必ず減る
1416,142-6,zar*****,角榮さんなら、どうした？
1417,142-7,moe****,"明日、五輪中止も発表されるかも？
選手がかわいそう。"
1418,142-8,maitat☆,緊急事態なのに給付は無し？全然わかってない！
1419,142-9,hir*****,期間２か月にして、国民に給付金配ってほしい
1420,142-10,dfl*****,"全てにおいて中途半端
まぁ日本人らしいと言えばそれまでか・・・"
1421,143-1,bos*****,"毎回。
浮世離れした政治家が決める事。
仕方ないけど、１ヶ月の期間は何が基準なんだろう？
別に責任求めやしないけどさ。
飲食店気の毒。"
1422,143-2,fep*****,"冷え込ませないように、金は使おうと思う。
預金封鎖も、やりかねないような連中だろうし、人生100年時代なんて煽るから、皆、長生き思考で、医療現場が高齢者で飽和状態になる。"
1423,143-3,k08*****,ごちゃごちゃ言う前に 個々人が きちんと対応して下さい。他責やなく自分事と考えるべき。
1424,143-4,man*****,"結局、国民は賞与も減り仕事も減り我慢我慢の日々の中議員さんは当たり前満額賞与もらって、自分等の年金の相談の前に給付金をもう一度！
年金なんてもらわなくても充分報酬はもらってるはず。
再度、給付金支給強く希望します！"
1425,143-5,tko*****,"運動施設に時短？

そしたらあなた達がやりたがってるオリンピックのアスリート達も体が動かんな。
何より国民が不健康になる。

朝早くプールに来て、大衆浴場と勘違いしてペチャクチャしゃべってる高齢者に制限かけろや！"
1426,143-6,tko*****,"今度、宣言出すときは、10パターン位の宣言パターン作っておき、2日以内にアレンジして出さないとダメ。
独裁者と言われても。"
1427,143-7,ajf*****,ここのコメントを見るとうんざりするから、もう見たくない。
1428,143-8,hor*****,コロナウィルスに国会議員への感染要請したほうがいいんじゃね？、そうすればちょっとはまともな対策するようになるだろう。
1429,143-9,nas*****,24時間営業のジムと契約してるから、気になって会則を確認したけど、店が時短営業しても会費支払い義務が生じる旨が書いてあった。終わった。
1430,143-10,一言法師,2Fの責任は大きいなー。日本中にGOTOで感染ばら撒いた責任は、いずれ検証してキッチリ取って貰わんと、アカンなー。
1431,144-1,うどんにコロッケ入れる派,"ワクチン接種は、結果いつからか？ちゃんと毎回言ってよ！いつなん？

求めてる話は、ワクチンやて！
規制の前にいつからかワクチン接種可能かやって！"
1432,144-2,mpg*****,まず給付金下さい!
1433,144-3,XXX,"だったら議員の会食は4人までではなく、
禁止にしろ。
議員の会食は禁止し、
会食した議員は政党除名と議員辞職を
ルール化しろ。
国難の時期に感染リスクを高め、
リモートでできる事を対面でしている
議員の活動を禁止しろ。
バカか。"
1434,144-4,bak*****,"海外なら暴動が起きてもおかしくない。
日本人はおとなしいから、政治家にとっては天国だよな。
財産を失い、職を失い、家族を失い、
何もかもなくなるまで従い続けるのか。

利権にしか興味のない年寄りどもに
いつまで甘い汁を吸わせれば
国民は賢くなるんだ。"
1435,144-5,tgd*****,"スーパーとかに比べて、百貨店は全然、密じゃない。本当に一般の状況わかってない。
机上の空論ばかり。"
1436,144-6,mah*****,"無能無策とは、このこと。
人の移動が原因なのは明白なのに、
移動の主役のサラリーマンを休ませないと
なんの意味もない。学生も同様。

要は、実弾を撃たなきゃいけないのよ、金！特別給付金！1人、10万以上！
感染を広げたGOTOなんかに金使ってる場合じゃないのさ。

今回、どこのメディアも特別給付金の事を一つも言わない。
報道規制がかかっているのは、明白。
腰抜けメディアは、信じてはイケません！
政府の犬みたいなものですね、すべてのメディア。

これでは、コロナを押さえるなんて夢のまた夢。

自粛なんてしなくていい、自衛するしか、ない。"
1437,144-7,huk*****,文句言わずにステイホームすればいい。仕事、用事が済んだらすぐ帰る。それだけやん。
1438,144-8,cyc*****,ガースーお爺、早く辞めて下さい！
1439,144-9,nif*****,オリンピックが怖過ぎる
1440,144-10,jus*****,まず政府が分かってない事は、もしくは分かっていても背けているのは、補償なき職業が存在しているという事。人々の行動に自粛要請するという事は、街から人が減るという事。アパレルや娯楽品販売をしてる店舗にとっては、補償もない。買いに来てくれる人もいない。開店休業を強いられている。直接の影響ではなく、行動を制限した事による影響を受けた職業を知るべきで、顔を背けてはいけない。
1441,145-1,max*****,政治家も専門家も医師会も、自分の首と引き換えに緊急事態宣言を出すくらいの責任を感じるべきだ。
1442,145-2,mws*****,"４月と違いこんな中途半端な緊急事態宣言を発令して何が変わるのか？
ただの飲食店に対する対策だけで政府は緊急事態宣言をやりました的な口だけ宣言に過ぎない。
専門家の方々も口を揃えてこれでは感染者は横ばいで減らないと２週間後にやはり減らないので４月と同じ対策を打ち出してどんどん長引かせる感じた。
今回一気に全国で４月と同じ内容で緊急事態宣言を発令した方が間違いなく短期間で済むだろう。
経済不況も一気に止めた方が短期間で済む。
この様な対策では不況を長引かせるだけだ。"
1443,145-3,neo*****,"風邪引きが増えただけです。
騒ぎ過ぎ。"
1444,145-4,mic*****,インフルエンザは99%抑え込めてる。国民のうがい手荒い、マスク着用の賜物。ただインフルエンザとは比べ物にならない早さでコロナは感染力があるし変異種も出てきてる。当てにならない国会議員どうこうより自衛するしかない。国会議員や政府に頼るより神頼みした方が効果があるようにすら思える。日本じゃなければ暴動起きてるよね。菅さんや二階さん暗殺されてるよ、、、日本人って我慢強い。
1445,145-5,tqf*****,時短しても意味ない。人数制限。
1446,145-6,taj*****,"野党もひどかったけど、ひどいので与党になってもおろされた。
そうやって、だらだらと自民党に居座り続けさせたことがよくなかったんだと思います。
色々賛否両論あると思いますが、私たちは、もう一度自民党を選挙で、ひきずりおろさねばならない"
1447,145-7,kpf*****,"部活動は自粛しろ。仕事はリモートでやれ。買い物は8時までにやれ。
ただし、夜8時以降も、散歩や運動での外出はしても良い。


なぜなのか？"
1448,145-8,kff*****,"お爺ちゃん政治家いらない！
判断も、のろのろ考え方もグタグタ！"
1449,145-9,mtk*****,"コロナの影響で、郵便局の区の本局が平日19時まで、土日は18時までです。
今まで本局は24時間やっていました。
受付時間が変わったことを知らずに
受験シーズンで消印の関係で慌てる受験生画でなあことを切に願います。"
1450,145-10,mis*****,"時短要請なんて税金の垂れ流し。
利用しなければ良いだけだ。
利用者のモラルの問題だ。
コロナ課税なんて御免だからな。
日本社会はサバイバルだ。
利権特定業界に税金を投入したあげく税金を取るな。"
1451,146-1,そんな奴はいない,"今日の東京都と全国の感染者数を受けていきなり制限対象を広げた印象が否めない。

明日公表されるのだろうがそういう行き当たりばったりな動きは全く戦略的でなく政策とは言えない。あまりにも酷い政権である。"
1452,146-2,pro*****,"ここまできてやっと再発令…だけど前回よりも明らかに市中感染や無症状者が多いと言われていれるのに今回の再発令は前回よりもかなり緩すぎてほとんど意味がないと思います！
外出自粛は変わらないけど日中は少し人出少なくなったかな？程度だと思います！"
1453,146-3,kmkm*****,"事業者はバカバカしくてやってられないですよね。
日本には世界で最も多い160万の病床があるが、新型コロナウイルスに対応できる病床数はわずか3万、つまり2％に過ぎない。感染爆発を起こした欧米諸国は日本の100倍の感染者数を抱えながらも医療崩壊を起こしていないのです。これで医療崩壊とか言われてもね。
政府と医師会は何をやってきたのでしょうか。自分たちの既得権を守るために、国民に苦難を強いています。
若者たちは緩んでいると言われていますが、とっくに見透かしたのだと思います。"
1454,146-4,tsu*****,"なんかいい加減旅行業界と飲食店にはムカついてきたなぁ。
なんでそこばっかり優遇されんの？
キツイ業種はほかにもたくさんあるのに。
１日６万！？
そんなだけ出してれば、時短要請じゃなくて閉めてもらてもいいじゃん。
うちの近くのローカル駅の店なんて、普段ほとんど客入ってないのに、それで６万もらえるならウハハじゃんか。
もっと国民の税金、ちゃんと使えよ。"
1455,146-5,her*****,"期限を区切ったら感染者が減ってくれるなら世話がないわ。
どこまで間抜けな人達なんだ。
何をやっているのかがわからないのだろうか。
目標は何なんだ、
感染者が何人になったかで決めないと意味がない。"
1456,146-6,kur*****,"だから、なんで飲食店の時短営業での成果を見る前に次の施策を増やすのか。なんで検証しないのか。
専門家がある程度が飲食の機会が要因と考えられると言う見方をしている、という発言はどこへ行ったのか。

徹底的にやるならロックダウンだし、限定的にやるなら、本当に何が原因なのか、ここまで陽性者が出てる今だからこそ、その効果を見る機会になるのではないかと思うのだが。

次から次へとなし崩し的に、中途半端な施策を重ねたら、抑えられたとしても、結局、何が効果的だったか結果が得られず、第4波とか来た時にもまた右往左往するのではないか心配。

ワクチンが出たら落ち着くことを期待したいが、変異型も一部出てるわけだから、ワクチンでは抑えがきかなかった事態も想定して、感染抑止になにが一番効果的だったか、こんな状況だからこそ、結果が知りたい。"
1457,146-7,cub*****,非常事態宣言を終わらせる基準にもしも達さなければ更なる延長もあるのだろうか？
1458,146-8,tak*****,"パチンコ屋もだよな？てか潰れろ。
換金できないように、三点方式廃止させろ！"
1459,146-9,eoa*****,GOTOによる政治災害なのは明確。責任取るんだろうなぁ。逃げ安倍から今日まで、怒りしか無い。
1460,146-10,hir*****,"春節前に緊急事態宣言を解除ってのはダメ
二階さんに国民の命を捧げる法はない。
今日銀座にゆきましたが、百貨店一階化粧品売り場でもお客様少なかったですよ。コロナで被害を被っているのは、飲食だけではありません、もうさまざまな環境の人が売り上げが少なくなって困っています。もう一度国民に給付金を渡したらどうですか。
あんなに言っても、12月に配らなかった政府
国民の命を守って欲しい。中国への忖度だけでは国民の命は守れません。"
1461,147-1,mil*****,"24hのスーパーで働いてます。
今回の緊急事態宣言も、関係なし。
前回もスーパーだから。と24hあけてました。
今回も24hあける。との事。
家族連れで訪れるお年寄り多数。
夜中も子供を連れて来る親多数。
緊急事態宣言出しても一緒では？
飲食料品買わなきゃだからわかるけど、せめて少人数で来て欲しいし、お札を舐めて数えないで欲しい。"
1462,147-2,mot*****,飲食店のように、百貨店にも時短協力金払ってもらえるの？
1463,147-3,wb1*****,公共交通を時短にして終車20時とかにすればいいんじゃないの？常識のある者はそれだけで清月できる。
1464,147-4,sys*****,関東だけ緊急事態宣言を出してはたして、今の全国の感染状況が収まるのだろうか…日本のあちらこちらで起きてるぼやを消すならいっぺんにけさないとだめじゃない。こっち消したら、あっちの火が大火事になったみたいな状況になるんじゃない。緊急事態宣言出されてない県は対岸の火事状態です。去年のように全国一斉にしめないと、緊迫感がないから無理では。経済まわらないとかいってダラダラコロナに付き合ってたら落とす必要のない命でおとすようになる。
1465,147-5,dxd*****,"ｷｬﾊﾞｸﾗ　ホスト　銀座クラブ　←　ここも全部8時までだよな。

こいつらちゃんと守るのか？？ｗｗ"
1466,147-6,*****,パチンコ店やゲームセンターは　営業してるんですか？　密集して　換気悪いと思うんですが、、
1467,147-7,nam*****,"普通総理大臣ならば、国民の前に出て
状況を説明し、この不安を解決すべき
言葉を言うのが常識だろう！
感染収束までの中長期的対策を述べよ！"
1468,147-8,tom,半数以上の有権者が投票に行かなかった結果だよ。行っても適当に入れてたら何の意味もない。文句言う前に考えよう、自分自身の未来を。
1469,147-9,bla*****,"2F辺りの影響が強いから効果的な制作が出せないんじゃないの？
オリンピックもやる気満々だし、いい加減状況分かるよね？"
1470,147-10,god*****,"皆さん
明日菅の宣言聞いて、叩きましょう(｀・∀・´)"
1471,148-1,日暮の哭く頃に,ここで対ウイルス兵器戦防衛出動を発令できない自民党が憲法改正が党是とか片腹痛いわ
1472,148-2,cam*****,"コロナで露出
危機に対応出来ない方達。

専門では無いんだから、自分達の意見を政治力で抑えてはダメ。

尾身さんだけでも駄目だけど"
1473,148-3,get*****,"北海道は多くの人が必死に自粛を貫いているおかげで感染が減少しました。
道外の方はどうか北海道に立ち入らないようにしてください。
皆の努力を無にするようなマネはしないでください。"
1474,148-4,secret,"1ヶ月でいいのかよ？
ほんとにいいんだな？

個人的には足りないと思うぞ"
1475,148-5,fuk*****,"飲食店から少し踏み込んだみたいだが、まだ、弱いだろう！それに与野党揃って政治家の会食4人まで、等と話し合ってる段階で、まだ、分かってないね！野党も本気で協議してるなら、自民党の老害議員と一緒だな！
食事の際が一番感染リスクが高いから飲食中心に規制掛けるんだろ！
まともな思考とは思えません！"
1476,148-6,puw*****,状況をみながらならまだしも1ヶ月間限定とはなんぞや？。1ヶ月と言う根拠はなんぞや？。
1477,148-7,txu*****,"中途半端だなと。緊急事態って言っても夜20時までOK。コロナは夜行性なのか。

ダラダラ1ヶ月するより、前回のように企業・学校など一気に2週間する方が効果的だと思う。またはその1ヶ月、飲食はテイクアウトのみ
営業。"
1478,148-8,ppo*****,ぶれぶれの行政に国民は振り回され続け、未だに五輪は大丈夫と宣っている始末だ。現状海外に目を向けると、既に接種可能となっているにも関わらず、そのワクチンを打とうとしない国民が多い国もある。そんな海外からウイルス流入の可能性もあるのに、五輪開催に固執するのは、リーモーや2Fの冥土の土産に五輪開催という意思によるものという感じすら受ける。また更に追加経費も積み上がりコンパクト五輪だった筈が、約3000億円もかかる見込みとなっているが、そんな事より医療やコロナによる生活貧困者への分配が先だと思う。多数の国民が望まぬ五輪開催については期限を区切り、それまでにどこまで沈静化すればイイのか具体的な指標を示し、ダメなら断念といった形にして欲しいね。
1479,148-9,par*****,一般企業の時短労働は……？
1480,148-10,spe*****,食事中にベチャベチャしゃべっているバカどもを店が外に放り出せば済む話を、人権がどうとかお客様は神様ですとか店側が拒絶できない状態。バカ客を制御する立法を望む。
1481,149-1,hat*****,屋外での運動や散歩？
1482,149-2,shi*****,"20時の根拠ってなに？
知ってる方教えてください。"
1483,149-3,tin*****,"春節の先まで続けてくれ
どうにかして2/11までに解除するつもりだろ"
1484,149-4,kk0*****,"クーデター、デモ行進
権力は数で勝る一般人のものです。

政策が気に入らなけれは無視すれば良いかと。
罰則無いし"
1485,149-5,k07*****,とりあえずという考えからでしょうが、分科会が一ヶ月では収まらないと言っているんだから、素直にその専門家の意見を取り入れるべきでしょう。内閣関係者はその道の専門家ではないのだから、専門家の意見をないがしろにしてしまったら、後で大きなしっぺ返しが来ると思います。今は分科会を前面に出して、政策を国民に提示するべきでしょう。その方が責任逃れできますよ。
1486,149-6,fgk*****,"またぼんやりとした要請だな
大体時短で意味ないことも時短要請とか政府はアホしかいないの？"
1487,149-7,nms*****,"どうすれば、今の医師会会長を辞めさせることができますか？

何をすればいい？

マスコミと一緒に煽ってばかりで、医師会は何をしてきたのか？
公立病院にばかりコロナ患者を押し付けて。

私たちはどうすれば指定感染症を５類にできる？
誰か教えてくれ…"
1488,149-8,coo*****,お金を捻出しやすかったであろう初回にしっかり補償出して、コロナをシャットアウトしなかったツケが回ってきた。更なる補償で元々借金まみれなのに、もはや予算破綻、コロナは抑えられませんでした→国民オコな未来が待っている。
1489,149-9,vor*****,"絶対やめろ
春節のChinese 入国
事の始まりは全て中国だ"
1490,149-10,代理人の代行者,"２０時閉店なると
都内での仕事が後片付け含めて１９時の場合に仕事場（最寄駅）〜都外の居住地（最寄り駅）到着が２０時なると夕食・材料などの購入不可になりませんか？

仕事の終了時刻を１８時迄にしなさい。なる強制的指導なのでしょうか？

ちなみに飲食店なる業種が２０時。
では、デリバリー専門店たる【ピザ屋・寿司・丼もの、など】は飲食店？
コンビニでイートインが付随すると飲食店？"
