,number,日付,ユーザー名,コメント
488,49-8,1時間前,vba*****,感染者少ない他県から見ると東京だけ外国みたいな印象をうける
489,49-9,1時間前,has*****,"東京・大阪・北海道の人間は危機意識が低いのでは？
地方まで同じ感覚で経済を止められても困る。"
490,49-10,1時間前,クロスファイヤー,"政府が、地方自治体がどんな対策をしても結局は国民一人一人の意識の問題。コロナの死亡率がそれほど高くはない事が慢心になっている。
そしてそれが経済優先とか感染防止優先とかの議論になっている。
仮にこのウイルスの致死率がエボラ出血熱と同等だったらという考えの元に対策にあたれば、劇的に感染者は減りますよね。
経済優先なんて言ってられないでしょ。命の方が大事なんだから。
極端な例かもしれませんが、やっぱり国民の危機意識の問題だと思います。
自分が出来る最大の感染予防をしましょう。
イライラが募るのは分かりますが、国のせい、人のせいにするのはやめましょう。
自然のウイルスにはワクチンがない限り人間は無力です。
この状況を一新できるスパースターのような政治家は世界中どこを探しても間違いなくいません。"
491,50-1,1時間前,kar*****,ピークアウト！
492,50-2,1時間前,cau*****,海外からの入国の方が恐いのですが。政府は五輪もあって、何も対策する気無いみたいですね。又、支持率が下がりそうですね。
493,50-3,1時間前,s*****,マスクもできない乳幼児をベビーカーに乗せて自由が丘のカフェやらレストランやら雑貨屋やらウロウロしてますもんね。日曜の銀座の映像にもベビーカー映り込んでたし。そりゃ感染拡大もしますよね。
494,50-4,1時間前,nre*****,事情が無くてもマスクしてない奴がまだ結構いる。強制的にさせろ。
495,50-5,1時間前,tar*****,東京都知事の小池さんの記者会見、全国に放送していてまるで総理大臣のようですね？政府からのメッセージや核自治体のメッセージは聞こえてきません。時々大阪の吉村知事は発信してますね。
496,50-6,1時間前,*gh****,"先週の最高値の半分になりましたね。
良かった良かった。"
497,50-7,1時間前,コロナ脳はいい加減目を覚ませ,"働いてる世代は感染してもパブロン飲んで寝てれば治りそう笑
そもそも多少の体調不良くらいじゃ病院行かんし、PCR検査なんて受けないからコロナかどうかなんて知らずに終わるだろうけど"
498,50-8,1時間前,hir*****,国内移動より大至急入国規制の強化をして下さい！
499,50-9,1時間前,ac**d**b,"菅首相。西村厚生大臣。加藤勝信官房長官。二階幹事長。
この四人の無策で日本は死人。"
500,50-10,1時間前,ame*****,大した事ないじゃん
501,51-1,1時間前,,"どんなに呼び掛けても気にも留めない人が多いです。
年始用のお配りする和菓子を予約していかれる方の多いこと。"
502,51-2,1時間前,d*****,"都民「マンネリ感があるので、外出した。」

勝負の３週間を不戦敗した都民の意識の低さ危機感のなさのせいで１年に一度の帰省が出来なくなりました。"
503,51-3,1時間前,ksi*****,もう毎日毎日感染者数を速報して何の意味あるんですか？いい加減やめましょう。飽きました。所詮感染者は他人事で自分が感染しなきゃいい事です。
504,51-4,1時間前,goo*****,"最近のニュースはアホらしくてね。
最多更新。今回はインパクトが弱いのか月曜に限定して過去最多。
バカかと。
津波・豪雨災害と一緒で、今は「マスコミは騒ぎ過ぎ」ってなってしまってる。
何とかならんのかね？
どうやって煽ろうかばかり考えてるんじゃ？
そうじゃなくて、自覚を促すには何が大事で正しいかを正確に伝えりゃいいんだよ。
視聴率稼ぎの煽るには、飽き飽きしてる。"
505,51-5,1時間前,名無し募集中,"厚労省HPより

空港検疫に係る発生状況
空港検疫での陽性者の国籍内訳：
（3月）日本国籍60名、外国籍６名。合計66名。
（4月）日本国籍68名、外国籍12名。合計80名。
（5月）日本国籍19名、外国籍26名。合計45名。
（6月）日本国籍31名、外国籍93名。合計124名。
（7月）日本国籍58名、外国籍219名。合計277名。
（8月）日本国籍77名、外国籍120名。合計197名。
（9月）日本国籍69名、外国籍104名。合計173名。
（10月）日本国籍75名、外国籍142名。合計217名。
（11月）日本国籍128名、外国籍225名。合計353名。

これだけ国外から入ってきてるのをなぜ発表しない"
506,51-6,1時間前,oni*****,"国のせいというよりかは
個人個人の問題だよね
国がいくら自粛しろって言ったって
守る人は今は少ないでしょ"
507,51-7,1時間前,dpy*****,"最新型コロナはもう入国てるよね
ワクチンも打てないし　政治家宴会好きだし
日本捨てたい!"
508,51-8,1時間前,ono*****,"イルミネーションも今年は20:00に消灯するように要請したみたいですね。
こんな些細な事も楽しめないなんて…
一年前には考えられなかった。
病床もかなり埋まってるし、来年はオリンピックもあるし終息に向かえる気がしない。"
509,51-9,1時間前,cab*****,お願いしても無理！あの5月のように、政府が緊急事態宣言を発令して欲しい、そうでないと、これからも、拡がる
511,52-1,1時間前,kob*****,ん～　コロナ脳には残念な数字だったね。コメントの少ない事ｗｗｗ
512,52-2,1時間前,jjy*****,この状況で都としての（感染者を増やさないための）対策が何も出てこないっていうのは、緑のたぬきが職場放棄したってことか？
513,52-3,1時間前,nah*****,コンビニやらスーパーやらでは、マスクをしていない奴が以前より増えたような気がする。しかも、決まって何人かでつるんでデカい声で話してやがる。
514,52-4,1時間前,mit*****,"連日過去最高、GoToも休止となってるくらいなのに忘年会や会食してる連中がいるって事に単純に驚く。
大多数の人は感染予防頑張ってるんだよ、通勤通学を満員のバスや電車で何千万人が毎日移動出来ているんだもんね。
ごく1部の夜の街に繰り出す層のせいで全国民が窮屈な生活を強いられて医療機関の方々に多大なしわ寄せがきている。
残念でならない。"
515,52-5,1時間前,tah*****,"もうさ、昨日は日曜日では最多、今日は月曜日では最多とかアホなの？
映画の宣伝で「全米ナンバー1」ってノリと一緒じゃん。
次はなんの理由で最多って書くんですかね？"
516,52-6,1時間前,sie*****,入国緩和といい、政府自民党は経済と引き換えに国民の健康や安全安心を犠牲にしたと思える。
517,52-7,1時間前,yks*****,"小池都知事へ！パフォーマンス会見はやめて！感染大多数の20～40代は会見を今見てないし、宮内氏の忘年会やりながら説得力はなし！実のある対策に邁進して下さい。
菅総理が忘年会やっても会見をしないあてつけで、あなたのポイントアップはなし！
都民の健康を守る為に汗をかいたら(笑)"
518,52-8,1時間前,mi2*****,"小学生に医療従事者へのお礼の年賀状を書かせるだと？
兵隊さんに手紙を書きましょうか・・・"
519,52-9,1時間前,mom*****,"ガースーよ、
オマエは、致命的な失敗をした。
これを認めて、即退陣しなさい。
秋田に帰って、イチゴ作れよ。"
520,52-10,1時間前,ken*****,メディアもロックダウンせい!!
521,53-1,1時間前,kev*****,"対応が遅いですよね。
勝負の3週間の結果も非常に多い。
年末商戦がすでに小売店で市場で行われているので、この状況下で買い物にいかない人はいないですね。
明らかに密になっていると思いますよ。

遠目でみたら飲み屋街もそこそこ賑わっていると思ってますし。。

結局はお願いレベルではどうにもならないと思いますよ。
人の心理って「自分一人くらいなら我慢しないくても大丈夫」ってなりますよね。

マスク・消毒を徹底している人は相当います。
それでこれだけ感染するということですからね。。。

年末もしくは年明けてすぐに1日あたり1000人を超える時も近いかもしれませんね。
怖い世の中になりましたね。
明日は我が身。。今後も気を付けたいと思っております。"
522,53-2,1時間前,カミカゼ,GOTO中止どころか、ただちに外国人の入国を止めろ！
523,53-3,1時間前,kvr,"政府の人間があのような会食をしていると言う事は
コロナはたいしたことないと言う意味だ
なぜこのように騒ぎ立てるのかと言うと
この混乱に乗して稼ごうという輩が暗躍しているから。"
524,53-4,1時間前,jud*****,"残念～
在宅カムバックを望みます"
525,53-5,1時間前,yaz*****,"政府のトップ、県議員、市議員、平民、みんな好き勝手、今日何人感染意味ないわ。これでも来年オリンピック強行するんやろな、アホばかりやから。どうしようもない国
ジャパン。なるようにしかならない国ジャパン。"
526,53-6,1時間前,*****,"小池さん
レインボーブリッジのライトアップとブルーインパルスに続いて
今度は子供達から医療従事者へ感謝の年賀状だってさ"
527,53-7,1時間前,bwj*****,医療機関の逼迫状況についてですが、ある都内の透析クリニックでは、新型コロナ感染者の透析に必要な病床空間を確保するために、他の透析患者への協力(危険性が増すが透析頻度を下げ、食事を普段よりも厳しく制限することでなんとか凌ぐ)を呼びかけているそうです。病床の占有率だけでは見えてこない様々なご苦労があるようです。医療機関従事者の声に耳を傾けて下さい。
528,53-8,1時間前,abc*****,"月曜では過去最多ってなんだよ(笑)
と言うか冬だからガンガン増えると思っていたけど、そうでもないね。
これは意外でした"
529,53-9,1時間前,pek*****,"某人気ユウチューバーが　はしゃいで忘年会か新年会を開催しようと盛り上がって話している動画があった　凄い事をしていたりして見ていたけど
あの言動は真似をする人達がいると思うから　やめた方がいいと思う　自分達の影響力を考えて動画を出すべきだと思った。"
530,53-10,1時間前,drq*****,"そろそろ皆さん腹くくってロックダウンを望みませんか？
ちなみに肺炎の方に人工呼吸器を使うのは殺人的と思います"
531,54-1,1時間前,mon*****,"マスゴミが毎日感染者のニュース報道してるけど
↓PCR検査はインフルでも反応するみたい。
このコロナ騒ぎはインフルでしたってオチだったら、誰がどう責任取るんだろう？


PCR検査キットの説明書には以下のウィルスにも陽性反応を示すとの記載

インフルエンザA型
インフルエンザB型
RSウィルス
アデノウィルス
パラインフルエンザ
マイコプラズマ
クラミジア

これTVに出てる専門家は誰も言わない。大事よね

新型コロナウィルス感染爆発のカラクリ"
532,54-2,1時間前,rta*****,毎回毎回、何曜日では過去最多とか、うるさいわい。何が目的だ。バカマスコミが！
533,54-3,1時間前,imr*****,こりゃ、もう駄目だ。とりあえず、みんなでぱーっと飲もう。
534,54-4,1時間前,mag*****,"春先にも言いましたが、中途半端な対策をしているから、いつまでたっても終わらない。

1ヶ月間、全ての経済活動を完全にストップする。家賃も無し、金利も無し、株などはそのまま保留する。そして、全員外出厳禁にして、食糧は公務員が配給して回る。

その間に発症したら病院に隔離。家族は引き続き自宅待機する。

そして1ヶ月経過したら、日本の感染リスクはほぼゼロになるはずです。すぐに元の社会活動を再開できる。

意味のわからない支援金をばらまくより、1人数万円分の食糧配給の方が税金行使に無駄がない。

GWはステイホーム、お盆休みはステイホーム、年末年始はステイホーム。こんなアホみたいな対策を繰り返して何になるんだか？"
535,54-5,1時間前,rig*****,クリスマスが楽しみ
536,54-6,1時間前,aki*****,"危機感のない議員や政治家の会合やらね
そりゃ広まって当然。
コロナは書類の文言でしかなく、国民の為に働いてるなんて全く思えない。
手元の書類に目を落とさず、自分の中に現状を落とし込んで会見をする、小池百合子を見習え！"
537,54-7,1時間前,ボーズ,減る訳が無い。
538,54-8,1時間前,jim*****,"どうあがこうが治療法がない以上、予防に努めるしかない。
出かけるならそれなりのリスクを取っているのだろうし、怖いなら出かけなければいい。
経済活動を行わないとコロナではない死を迎える人もいるので、自粛はほどほどにしておかないと。
日本は他国と違い重症化率および死亡率が格段に低いので経済活動を活発に行った方がいい。こんなにも押さえ込めているのに押さえ込めてない国よりも経済の復活度が低いのは問題だ。政府の対策が甘いのが問題としてあるのだけれど、密集して大声で騒ぎ立てるようなことさえ慎めばそれなりの経済活動は問題ないでしょう。"
539,54-9,1時間前,dol*****,"今と比べれば全然マシだった3月にライブやろうとした東京事変は叩かれて、今のひどい状況で今週末ライブやろうとしてるLUNA SEAは叩かれないのは何故。
生活に関わることは止められないが今の状況でイベントなどのは自粛するべき。楽しむことを少し我慢できないかね。"
540,54-10,1時間前,mar*****,感染人数なんてある数を超えれば抑え込むのは無理になるから、何人出たかなんかあまり意味ないし、もうそのフェイズに突入してるっぽいから、個人でできる感染予防をきちんとしていくしかないよなあ。
541,55-1,1時間前,y1k*****,政府だけじゃなく国民も緩み切ってるよね。一度徹底的に対処して大幅に感染者を減らさないとダメでしょ。年末年始の1週間足らずでそれが実現できるとはとても思えないけど。むしろ今の感染者が重症化したらそれこそ医療従事者が耐えきれないし当然病院もひっ迫し医療崩壊へと向かってしまう。どう考えても政府の対応が遅すぎたと思うよ。だからって銀座や新宿に出かける人たちの気が知れないけど。
542,55-2,1時間前,tos*****,毎日毎日あほみたいな数字を発表して大騒ぎ陽性者だろうが、誰が感染者と言っていいといったんだ！！インチキPCR検査の犠牲者かかわいそうに、重症者って東京は何位いると思てるんやそろそろいいかげんにしてほしい
543,55-3,1時間前,aw,検査人数、陽性率、無症状者など細かく報じず人数だけで煽る報道につられ、一喜一憂するな。
544,55-4,1時間前,dkn*****,"子供が濃厚接触者になりました。
私たち家族も、子供が濃厚接触した相手の方も飲み会や食事などには行かずに予防に努めていました。
感染元は更に2人遡った、顔も知らない飲み会参加者です。
お陰でクリスマスも年末も、家族での外食はおろか家から一歩も出られません。
pcr結果に怯え、検温結果に怯えて過ごす毎日です。
今飲み会に行こうとしているアナタは、自分は大丈夫、或いは自分が感染しても構わないと思っているかもしれませんが、そのお陰で何処かの子供や家族が多大な影響を受けるかもしれないこと、想像できていますか？
もう一度立ち止まってかんがえてもらえませんか？"
545,55-5,1時間前,fur*****,"また、前日より減った！
オリンピック出来ます！
「総合的・俯瞰的に判断した！」
「その指摘は当たらない！」"
546,55-6,1時間前,wrr*****,コロナも怖いけどいまはノーマスクを押し付ける人がいる現実が怖い
547,55-7,1時間前,jjb*****,"小池知事の臨時会見を菅に見習って欲しいですね
内容も年末に向けて都民にお願いでしかありませんが
会見がどれだけ重要な行為なのか、菅には理解できないでしょう
国会議員が急がず、世論を見てからの対策では呆れるばかりです
国会議員に限らず、他府県の知事も少しは先駆けて行動する事って
大事だと思うし、それを出来ない知事は飾り物ですよ
ね、大村知事様"
548,55-8,1時間前,jun*****,"感染者数なんてどうでもええやん、いつまでやんのこの無駄なショー
高齢者が勝手に引きこもってればいい話
現役世代に自粛強要することがおかしい

こうやって日本は高齢者に破壊されていくんだね"
549,55-9,1時間前,3c****,"東京はどうにもならないね。
広がる一方ですね。
いい加減にしてほしい。
他府県に持ち出すことはしないで下さい。"
550,55-10,1時間前,ryo*****,"どうせまた欧州の感染力の増した変異型の流入も許すんだろうこの政府は。
島国という感染対策において恵まれた環境の我が国で、それを活かすことなく、安安と流入を許すんだろうなあ。全く学ばない、愚かしい自民党政府のやることだ。目に見えている。"
551,56-1,1時間前,senkouhanabi,田舎で東京のニュース映像を見ていると・・渋谷、原宿等々あちこちで異常です。普段から人混みに慣れているんだろうけど・・異常です。しかも、インタビューを受けた人も人出が多いと認識をしている。分かっちゃいるけどヤメラレナイんですかね～。政府が無能なのを批判していても感染者は減少しません。要もないのに出歩くな！これしかない。
552,56-2,1時間前,ニャロメ,発熱したからとコロナとは限らないが、休診の多い年末年始に風邪をひきたくないなぁ〜。不安な気持ちで新年を迎えたくないよ。もう年内はじっとしとこ。
553,56-3,1時間前,hfk*****,いちいち大袈裟な表現使うメディア。、月曜で最高？毎日こんな表現ばかりでいい加減うんざりしてくる。馬鹿な記者が多いのかな。
554,56-4,1時間前,sun*****,"若者の街へのお出かけが増えているとニュースで観たけど、政府の言っていることが矛盾だらけだから、若者は自分が感染しないと分からないんだろうな。

国民が悪いわけではない。政府が悪いと実感してます。
特にガースー。。。"
555,56-5,1時間前,nor*****,"いい加減月曜日の陽性者数だすの
やめてほしいわ。
減ってないのに減ったと勘違いする
アホが絶対おるから。
陽性率だせよ"
556,56-6,1時間前,by5*****,"おっ！減ってきた！クリスマス楽しみ！
て人まだたくさんいるんだろうな。"
557,56-7,1時間前,>。<,今後は変異型の流行にも気を配る必要があるのでは？
558,56-8,1時間前,saz*****,普通の病気は、診察してくれるのか不安になる。
559,56-9,1時間前,sug*****,３９２人という数字で感染落ち着いたのかって勘違いしました。月曜日では過去最多なんですね。なんか千人近い数字に慣れている自分がいる。
560,56-10,1時間前,jjl*****,"重傷者数かなり減ってない…
以前のように陽性者数と比例しなくなってきてる"
561,57-1,1時間前,ito*****,"早くやり方が間違っていたと謝ったほうがいい。
一番の愚策は逐次投入。
これで被害が増える。第二次大戦での教訓。
今のままでは、４次、５次と次の波が来る。

若者にとってはただの風邪なのに、無意味な対応をして傷を広げている。

挙げ句の果てに、精神論を持ち抱いたり、兵隊(医療関係者)さんありがとうという始末。
第二次世界大戦と同じだ。戦う武器が竹槍(マスク)とはお笑い種。

進歩してないね。何回騙さらたら懲りるの。

そしてワクチンは新種になり効きそうにない。
つまり決定打にならないことを示している。
唯一の対策が集団免疫による対策なのだが一部の専門家の声を聞かない。

若者にとってはただの風邪なのでコロナを蔓延させ集団免疫を獲得っする。
老人は外出禁止で介護者や介護者の徹底的なpcr検査でコロナは収束する。"
562,57-2,1時間前,crf*****,"数言うのも大事なんだろうが、何故東京は増えるのが突き止める報道や番組作るのもマスコミの役目では？
ただ不安煽るだけでは意味がない。"
563,57-3,1時間前,ころがし涼太,"言うても聞かない人は歩き回る！感染して、医療機関に迷惑かける。
全国民に来年11日まで、家でおとなしくしてて、感染しなかった人には10万円出して、一月末まで、おとなしく家で自粛して、感染しなかった人には30万出すようにしたら、感染して偽った人には100万の罰金と、懲役、それくらいしないと、感染収まらないだろぅ！"
564,57-4,1時間前,aa6*****,"小池都知事が自粛に疲れてる場合じゃありません。と申し上げてますが？
自粛に疲れた訳ではありません。
貴方達、国会議員や知事に信用が無く、疲れてるのです。
言葉に説得力が全くありません。"
565,57-5,1時間前,pos*****,ふるさと納税の期限が近づいてきました。まだの方はお早めに！
566,57-6,1時間前,uvw*****,"もう東京はダメでしょう

東京閉鎖して下さい"
567,57-7,1時間前,(^0_0^)もんもん☆彡,感染した人に会う機会がないんだけど
568,57-8,1時間前,mt2*****,"菅内閣に期待しないほうがよいな(笑)
パフォーマンスだけで人の動きは止まらない！
国が他人事だから国民も聞かない(笑)"
569,57-9,1時間前,asu*****,"マスクは免疫力下げると言われてる。春からずーっとマスク着用してる人は免疫力下がってるんじゃないか。だから冬になり、ウイルスが活性化すると、即座に感染するんじゃないのか。ひ弱になった子どもがすぐに骨折するようなものではないか。自然って甘くないんだよ。

参考までだが、長時間のマスク着用は免疫力下げる、医者が言ってる。ググれば出てくる。マスク愛用者には不都合な真実だろうな。"
570,57-10,1時間前,her*****,"これが昨日より多いのか少ないのか判断が付きにくい。
総数だけの比較では正確に分からない。"
571,58-1,1時間前,mas*****,お、これで7日連続。全曜日で過去最多ですな。緊急事態宣言出しましょ。
572,58-2,1時間前,ああ,減りましたね
573,58-3,1時間前,so7*****,"オリンピック開催の為に入国ユルユルな日本。

変異ウィルスなどお構いなし。

来年の東京は、武漢を超える災厄の都市に変貌するだろう。"
574,58-4,1時間前,yas*****,"東京都はいつまでこのような異常事態が続くのでしょうか？
若者を中心に危機感無さ過ぎます。"
575,58-5,1時間前,hnq*****,もうええねん東京都民!これだけ拡大してるのに先週より今週の方が出掛ける人増えてるやん!ほんま都民のせきにんのなさ自己中心的。同じ日本人として恥ずかしい。情けない。一言言いたい。あほんだら!
576,58-6,1時間前,hid*****,"もう、いいわ
動ける高齢者は金を落として、景気を回して下さい
病院と高齢者施設も自由に！"
577,58-7,1時間前,Ranger,自分とこも後輩が感染したよ。会社上層がどれだけ出張しません！在宅勤務をします！忘年会しません！って言っても旅行やイベントで感染してきて上司が頭抱えてて可哀想。有給とって行くから上司は何も言えないようだ…
578,58-8,1時間前,ofi*****,来年5月までのワクチン接種まで一体どれだけの死者と感染者がでるのか、それを思うと明日は我が身か日々恐怖です。全く対応しない政府は危機感があるのか甚だ疑問
579,58-9,1時間前,umi*****,"コロナの感染は、交通事故と似ている気がします。
もらい事故もあるけど、基本ルールを守らないと事故の危険度が上がる。
まさにルールを守れるか、守れないか。"
580,58-10,1時間前,hir*****,"何とかして最多！と言いたいのね。
流行らせたいの？全然面白くないよ。"
581,59-1,1時間前,yf4*****,"都内は人の移動が止まってないから、当たり前といえば当たり前。

もっと強制的な対策でなければ、感染が治まることはないでしょ？

夜はお店が休みなら行かないけど、昼間の会社はやってるから行かなきゃ行けないしね。
多くのテレワークできる会社も出社させてるしね。"
582,59-2,1時間前,ycd*****,"今どうなっているのか、毎日国は放送すればいい。
国営放送が活躍するのは今が見せ所だ。

なぎゃ、いらない。

会見はきちんと誠意でやってほしいね。
出来上がったQ&Aの原稿読みを聞かされてもつかれるだけでさ。"
583,59-3,1時間前,ass*****,"コイケが年末年始はウチでヒッキーだって。
そんなんムリだよ、みんなウロウロしとる。マスクしてないのも結構いるし。
高級ステーキ屋さがしてウロウロしてんのかもよ"
584,59-4,1時間前,hhp*****,"これは政府が悪いのではなく、遊び惚けて感染する人間が悪い。

勘違いするなよ。"
585,59-5,1時間前,ロケット発射,今月は仕事以外は遠出しない方がよさそうだ。
586,59-6,1時間前,tom*****,コロナさんには、ルル三錠飲ませましょう。
587,59-7,1時間前,kwaitzrt,"まあみんな遊んでますよね
首相が
会食しましょうって
医者の言うこと無視やって
やったからな。
だからしょーがない
って話でもないが。
結果どっかでひっかける。"
588,59-8,1時間前,sm4*****,"看護師とか医者に税制優遇の特別給与が与えられる制度が必要だと思うし、
目先のお金以外にもコロナ発生以降の任務に就いた期間に応じて自衛隊のように年金優遇処置が必要ではないたろうか？"
589,59-9,1時間前,tk_*****,"煽ってるね〜マスコミは。
感染症予防は手洗い、うがい、テレビを見ない。これしかない!"
590,59-10,1時間前,ezo*****,"この時期に外を出歩いている人は、感染してもいと思ってるんだろな。今感染すると、正月休みに発病してしまう。
その時期は病院も休みでまともな治療は受けられないよ。"
591,60-1,1時間前,若者の声代表・高齢化対処委員会,"半分近く減りましたね！
よかったよかった！！"
592,60-2,1時間前,ino*****,もう少ししたら、昨年と比較して、ってワードがつかえる様になるね。
593,60-3,1時間前,shi*****,ヤフコメではもう人数とかどうでもよくなって、政府批判で埋め尽くされてる。
594,60-4,1時間前,bla*****,最多とか、いちいち煽る必要があるのかね？
595,60-5,1時間前,1,"二類指定感染症解除ですかね？
早くして欲しいですね。"
596,60-6,1時間前,aom*****,"とにかく大好きな「過去最多」を使いたいマスゴミ！
毎日、曜日別、週単位、何としても最多にしたいマスゴミ。コロナより怖いよ。"
597,60-7,1時間前,win*****,重症者が減ったのは、快方したのかそれとも亡くなったのか。。
598,60-8,1時間前,ポンコツ男,"いい加減陽性率発表しないのかな？
検査数が少なくて感染者公表が減るのはわかるけど
平日と休日で陽性者率に差があるのかは
しっかり公表した方がいいと思う。
国民の危機感を煽るわけじゃないけど
その方が感染拡大防止はもちろん
人に移す前にまず自分がかからないように
意識を強くさせることが出来ると思う。"
599,60-9,1時間前,tau*****,恵比寿のイルミネーションめっちゃ綺麗だったよ(^^)/
600,60-10,1時間前,bdn*****,"海外では変異型のコロナ流行ってますね

日本に来るのも時間の問題の気がします"
601,61-1,1時間前,djh*****,ロックダウンしないと人の流れなんて止めることなんかできないよ。
602,61-2,1時間前,m*****,重症者減ってきた。ピーク過ぎたな。
603,61-3,1時間前,ryo*****,"しっかし、これいつまで続けるつもりだ？
新型コロナの致死率は0.014％だぞ？
日本ではかかっても死なないと言ってもいいレベル。
5類相当から早くインフル並みの2類まで引き下げないと、それこそ
看護師や医者が死ぬわ。"
604,61-4,1時間前,idy*****,明日は驚きの数字かな。
605,61-5,1時間前,kiy*****,まだ増えそう。クリスマスや年末人が減るといいんだけどねぇ不要不急以外マスクもしないで外出し、その結果感染しても、それは自分が悪い訳で、家族感染も怖い。やはり自宅でもマスクは必要かも知れませんねぇクリスマスや年末の出歩きはしない方がいい、一度感染してもまたあ感染する見たいだし。
606,61-6,1時間前,yoh*****,"感染者数に重症者数を加えて発表することが当たり前になったのは良いことだが、同時に同日の死亡者数も発表しなければ現実が伝わりにくい。
3人重症者が増えて、5人亡くなっていれば単純に重症者数は2人減ったことになる。重症者ベッドの稼働率は実際に使用できるベッド数の定義によって変化するため、調べればわかることだが、毎日何人の人が亡くなっているかを加えて同時に発表してほしい。
同じ人50人を診るのとそのうちの5人が新たに重症化したのとでは、現場の負担は大きく異なる。"
607,61-7,1時間前,blu*****,昨今の夜のはっちゃけ方からすれば、当たり前の感染者数だね。後先考えずはっちゃけたんだから驚かない。そのツケを医療従事者に回したり年末年始の規制にしたのだからね。日本人の民度もその程度だと思う様になったよ。それと政府の入国緩和は大問題ですよ。完全にビジネスだけに限定しておけば良いのに、赤羽馬鹿国土交通大臣、政府から受入れが話されたからって、ハイハイと今日から札幌で旅客受入れ開始？国民を何人殺す気か？インフルエンザ以上に死亡者を出すまでやるのか？頭おかしいんじゃない。それならまだGo!To!の方がましだ！
608,61-8,1時間前,mti*****,"もういいよ、外出したい人も忘年会したい人もどうぞご勝手に。

その代わり、感染拡大抑止に協力した人とそうでない人にキチンと結果責任を負わせる仕組みづくりを法律で決めて実行しよう。受益者負担。ロックダウンのような人権無視の強制ではなく、フェアに協力者に利益を還元する仕組み。

具体的には、このままでは医療崩壊し、確実に患者選別トリアージ必至になるわけだから、ここに利益還元を行う。協力した人から万が一の時の医療を優先的に受けられるようにする。会食しまくって感染したり家族にうつしてしまったら連帯責任。保険者世帯丸ごと受療優先順位を下げる。逆にステイホームしたりリモートワークして移動しなかった人達の優先順位を上げる。

誰も使わないしほとんど感染予防に役に立ってないココアはやめて、本人の移動行動履歴をしっかり保存して、いざという時、優先順位を判定するアプリを作ればいい。

自分で作ろうかな。"
609,61-9,1時間前,koc*****,"いい加減に、東京都（神奈川県、埼玉県、千葉県もそうだけど）はすでにもう終わってるので
さっさとロックダウンして都への人の出入りをいっさい禁止にすること！
来年の１月又は2月いっぱいまでは都民、都在住者をいっさい都から一歩も出さないよう、絶対一歩も出ないようにすること！
また他県からの人の行き来往来を一切禁止してください！
余計なことは何もしなくていいのでこれだけすぐにやって頂きたい。
この先も東京都がどうなろうが知ったことじゃないけど周囲に迷惑をかけるようなマネは絶対しないで頂きたい。
人として常識のある行動をとってもらいたい。
ホントこれだけでいいからお願いしますよ！"
610,61-10,1時間前,gim*****,"平均600人の新規感染者に対して現時点の重症患者が63人。
1週間で4200人が新規に陽性反応が出ているのにトータルの重症患者は60人台をキープしている。
新規陽性反応者が増えても重症患者は一定。
つまりほとんどは重症化しない。
無症状軽症者をホテルに移動させれば医療崩壊なんてしないでしょう。"
611,62-1,1時間前,big*****,東京の感染者数とか何曜日最多とかよりも全国レベルの報道をするべき
612,62-2,1時間前,nya*****,過去最多とかもう飽きた。
613,62-3,1時間前,yar*****,オリンピックを開催する気満々の政府。やりたいんだったら今のうちから対策練ればいいのに。目の前のことしか見えない政府（目の前のことさえ見えないのかもしれないが）が来年夏のことを考える余裕はなさそう。
614,62-4,1時間前,tsu*****,"何曜日で過去最多って求めてない。
海外の入国規制や何かしらの打開策は無いのでしょうか？"
615,62-5,1時間前,lov*****,"もはや、感染列島である。
政府、小池さん、自民党､全て、
◎責任の取れる者は誰一人、居ない。
かつての戦時中より、更に誰も責任は取らない。
◎一部のお金持ちがなんとか生き延びて
貧乏人だけが苦しむなんて、酷すぎる。
来年は、景気は益々悪化し、倒産、失業者､自殺者が多くなるだろうか。
よく暴動が起きないのが何より不思議なくらいだ。"
616,62-6,1時間前,rur*****,言葉だけでは年末の外出をしないように言ってもだめだろう。1年中言われ続けているのだから、もっと強い指示を出さなければ。政府をあてにしてもどうしようもない。能力も意志がない。ニューヨーク市長など独自に判断している。例えば北海道・大阪のように自衛隊に応援を頼むとかすれば目に見えるので効果があるのではないか。自衛隊には申し訳ないが。あと以前のように買い物は一人でと言えば少しは外出が減るのではないか。
617,62-7,1時間前,ntc*****,"感染者が増加しているが、重症者は、増加
していない。不思議だ・。"
618,62-8,1時間前,そのタケコプターぼくのだぞ,"この政府のやってることは狂気の沙汰だ。一切信用出来ない。
しかし文句言ってもすぐ直るわけじゃないし、自衛するしかない。
ひたすらステイホーム。ぜったい出歩かない。まだ死にたくない。
次の選挙ではこのことを忘れない。

この党は利権ばかり優先して、国民の命を守ってくれない。"
619,62-9,1時間前,fuFufuFufuFu,"『月曜日では過去最多』ｗ
数の多さを強調するための努力乙ですｗｗ"
620,62-10,1時間前,大統領府政策企画局次長,"感染者数なんかどうでもいい
重症者数が増えたかどうかだけ発表しろ
メディアはおどろおどろしく感染者数ばかり発表して恐怖を煽りたいだけ"
621,63-1,1時間前,ths*****,"プロパガンダにまんまと騙されるバカが沢山いてびっくりした。
自分で考えられないのかな?
感情論抜きにして数字だけで判断すれば、普通の風邪と変わらないんじゃない"
