,number,ユーザー名,コメント
1941,195-1,fnd*****,（文頭）濃厚接触者の追跡中止を割り引いても感染者の激変が目立つ。やはり飲食によるコロナ感染が非常に大きかったと言うことがわかる。徹底的にするためにはさらなる追加の規制が必要ではないか（文末）
1942,195-2,tom*****,（文頭）人数本当かな？調整してそう。（文末）
1943,195-3,zhi*****,"（文頭）まぁシナリオ通り。
もともとわかっていた。
感染者数は2月7日を目安に操作するから。仮定は元々考えていないって言いきっていたんだからこうするのは初めから決まっていた。
検査数を減らして感染者数を減らして発表する。
そして一律も持続化も払わないですむ数字に仕上げる。本当は隠れコロナがうようよしてるはず。
まぁこれが自民党のやり方だから諦めるしかない。
延長をする形は一応政府として【先手】をとりましたと後手後手じゃなかった言い逃れをする初めての材料にするはず。とても1ヶ月は延長しないでしょう。
いいとこ2月20日前には解除。
ただ国民は薄々感じているんじゃないかな。こんな小手先のやり方。こんな対応してて500人切るわけないだろ！馬鹿でもわかるわ。（文末）"
1944,195-4,jlq*****,"（文頭）明らかにおかしい。
そんなはずはない。（文末）"
1945,195-5,mkx*****,"（文頭）月曜日だからと言っても
こんなに急激に減るとは思えない。
だって前回の緊急事態宣言よりも緩くて、あってないような宣言でこんなに減らないでしょ。前よりも人が出てるのにさ。
どうしても情報操作してるとしか思えない。（文末）"
1946,195-6,きたかま,"（文頭）あっ、怪しい・・

意図的なものを感じるのは自分だけ？？（笑）（文末）"
1947,195-7,lyu*****,（文頭）凄い効果が有りますね。皆さん頑張りましょう！（文末）
1948,195-8,ady*****,（文頭）数式だけではなく、感染経路についても載せて欲しい。それと、東京以外の情報もお願いします。（文末）
1949,195-9,狼巫女,"（文頭）PCR検査を10回以上受けている人もいれば、
いまだにPCR検査を受けたことがない人はたくさんいますよ（文末）"
1950,195-10,kok*****,（文頭）こんなに急激に減るのは情報操作なのかと勘ぐってしまう。（文末）
1951,196-1,njk*****,"（文頭）ここからが本番。
自宅待機、療養者をどれだけ減らせるか（文末）"
1952,196-2,hak*****,"（文頭）複数人で飲酒を伴うお店が影響大きいとしか受け取れない……、とはならないよね。
それなら外から変異種がどんどん入ってきていた理由には弱い( ;∀;)（文末）"
1953,196-3,ひろりん,（文頭）何か意図的に操作されているのではと思う。（文末）
1954,196-4,ty7*****,（文頭）まあまあ皆素直に喜ぼうぜ。もうちょっと皆で頑張って経済を取り戻そうやないか。どーしてみなメディアと同じように批判や疑心暗鬼ばかり繰り返すようになったのじゃ。。（文末）
1955,196-5,noa@,（文頭）本当に？（文末）
1956,196-6,kat*****,"（文頭）ちょっと信じられない。
緊急事態宣言解除にむけて数字いじってない？
もしくは検査数調整してるとか？
なんにしても国が、行政がやることを信じられなくなってます。（文末）"
1957,196-7,daj*****,"（文頭）最終的にどんなに感染者数が減ろうが、
オーストラリア等のように、1人でも新規感染者がでたら徹底的に対応する形にしないと、
延々と続くシーソーゲームで、国民は疲弊するばかりですね。（文末）"
1958,196-8,the*****,（文頭）全く信用できない全く信用できないし、検査数に対しての陽性者数を出さないと何の意味もない数字。ずっと前からそう。（文末）
1959,196-9,nehi,（文頭）週明けの結果は検査数少ないから、感染者割り出し割合が元々少ないので惑わされないように！（文末）
1960,196-10,ara*****,"（文頭）なんかツイッターで保健所の人が訴えかけていたよね。。
すべてはオリンピックのために…。。（文末）"
1961,197-1,bou*****,"（文頭）言えることは減っていても医療現場はまだまだ大変。
このニュースを見て人手が増えたりするから減っていても油断はしてはいけないって報道するべき。（文末）"
1962,197-2,yut*****,（文頭）これで非常事態宣言解除ですね（文末）
1963,197-3,ste*****,（文頭）東京で深夜営業を続けている店の映像を見たが、狭い店内は混雑しており、完全に密状態で賑やかに飲食していた。緊急事態宣言中に、店を開けているお店を責めるつもりはないが、完全にクラスターの温床だと思った。こういう事がある限り、感染者は減らないと思う。（文末）
1964,197-4,tan*****,"（文頭）著しく減った事は、一時の安堵でしかありません。

重症の方が大幅に減らない限り緊急事態宣言は解除してはならない。

自宅待機者及びホテル待機者がゼロになるまでGOTOは絶対にやってはならない。（文末）"
1965,197-5,ntkdso**,"（文頭）目標　二桁
緊態　あと一か月は苦しい・・・（文末）"
1966,197-6,uat*****,（文頭）この数字を鵜呑みにしてはなら無い、検査の人数が、少ないから、東京都民、全員検査したら、何万人になる、検査対象が少ない、３千から、5千（文末）
1967,197-7,nin*****,"（文頭）追跡しなかったらそりゃあ減るでしょうね。PCRを受けに来る人は陽性者の家族くらいやもんね。保健所が大変だから検査数減らした＝野放しにした濃厚接触者が誰かにうつす＝医療圧迫　　ってなりません？
保健所大変なら対策費で追跡する人を増やせよ。非正規労働者やアルバイトパートも仕事できるようになるやん。
見た目の数を減らして困るのは最終的に医療ですよ。
あなたたちの見栄で医療崩壊、人が毎日死んでいる事を認識してください！（文末）"
1968,197-8,lan*****,"（文頭）目安となる検査数6400は3日前の数字。
それで陽性者は、というと陽性者は2日前、前日の検査ですでに陽性と判明した
人の数も載ってくる。都では毎週月曜日の検査数が週で一番高くなる傾向にあり、土日の検査数は極端に少ないです。2日前、1日前の検査数が多い水曜（月・火検査の陽性一部が乗ってくる）は数字上での陽性率が高くなり、月曜日（土・日検査の陽性一部が乗ってくる）が陽性率が低くなるのはこの為です。

極端に本日の陽性判明者が少ない理由、それは明日発表される土日の検査数でわかるはずです。土日でほとんど検査せず、その為に直近2日で陽性確認取れた方がほとんどいなかったからでしょう。（文末）"
1969,197-9,sei*****,（文頭）月曜は毎週少ないから（文末）
1970,197-10,pir*****,（文頭）検査数と，陽性数、未だ陰性となっても，後日陽性になったケースも、知りたい。（文末）
1971,198-1,o*****,"（文頭）この数字は、正しいの？調整してない？
熱があり、病院行った.念のためにPCR検査を受けたいと話したら
自費でやってくれと言われた。(友人)
自粛して家にいて、、。病院は、やはり崩壊してるよね。国は、まず検査をできるようにし、病院の負担を考えて今まで来てくれていた業者に消毒業務を指導たりし医者・看護士の軽減していただきたい。なぜ！目先しかみない。経済もうごかせるだろ。色んなプロが日本にはいる。なぜ？わからない。（文末）"
1972,198-2,kiaya,"（文頭）検査数はいくつだったのか。
濃厚接触者の検査はなくなったことで数が減るのは当然なので、素直に喜んでまた元どおりの生活をしたら、間違いなく元の木阿弥になるので、気をつけなければいけない。（文末）"
1973,198-3,pam*****,（文頭）数字を見て減ったと言えば、考えが甘いと言われ、本当にこの数字を信じていいの？と言えば、数字の操作など出来る訳がないと叩かれ、何をどう信じたら良いものか。。。（文末）
1974,198-4,ooh*****,（文頭）絶対これ検査数減らしてるだろ、、（文末）
1975,198-5,mas*****,"（文頭）都合良すぎ！
オリンピック狙い？
それとも単純に都の経済回らなくなった？
通勤風景見て減るわけないじゃん！！（文末）"
1976,198-6,t*****,"（文頭）クラスターの追跡を減らしたから、
濃厚接触者の検査が減って、トータルの
陽性者がこぼれただけなのかな？
減ってもなんだか、安心材料には
なるとは思えないのだけど…。
緊急事態宣言下とはいえ、
だいぶ緩いし、こんなに急に減るとは
思えないんだけどね。
でも重症者が減って、病院の逼迫度が
落ち着いてくれれば、医療関係者も
一息つけるかなー。もう少しの期間、頑張ってください。（文末）"
1977,198-7,aya*****,（文頭）検査数０なら新規感染者数も０（文末）
1978,198-8,a,"（文頭）これがほんとうにいじってない数字ならば
解除すればいいわけですよね。

でまた増えるんでしょ。
これいつ終わりが見えるんですか。
もう真面目に自粛は疲れました。（文末）"
1979,198-9,qhy*****,（文頭）急激に減りましたね！減ったのは良い事だけど、無症状の人は増えていると思う。（文末）
1980,198-10,kkk*****,"（文頭）393人十分多いです！！
目標は0人！！

まだまだ油断できません！（文末）"
1981,199-1,xyo*****,"（文頭）検査数とか誘導的にとかの意見もあるが、感染者数が実際減ってるのは間違いないだろう。

やはり、酒を飲む機会を減らせば感染が減るのだと思う。

感染症のリスクはコロナだけに限らないので、今後は宅飲みと一部許可地域だけで飲酒可能にして、基本的に外でのアルコール摂取を禁止とした方がいい。

その方が飲酒による交通事故や喧嘩、他人への迷惑などの犯罪も無くなって、良い社会になると思う。

酒好きの人が多いし、酒を商売にしている者も多いから現状変更は反対が強いだろうが、日本社会が今より1つステージを上がるためには避けられないと思う。

既に煙草は一部の場所と家でしか吸えない。
アルコールも健康被害やあらゆるリスクが高まる以上、飲む場所をわきまえるのは当然である。（文末）"
1982,199-2,jhc*****,（文頭）なんも変わってないのに不自然に減ってますね。（文末）
1983,199-3,kam*****,（文頭）減りすぎ？この数字は本当？（文末）
1984,199-4,ebi*****,"（文頭）東京都の検査数を見れば一目瞭然。
検査数が12/21の週とほぼ同等なので当たり前のこと。

少なくとも、緊急事態宣言を出すに至った検査数（ほぼ1万5千件/day）に対しての陽性者数を議論しなければ、こんな数字何の意味も持たないのではなかろうか？

むしろ、現在濃厚接触者を追うことを控えている中で、12/21頃の数字と同等なことが問題じゃないのかな？

人数の絶対数だけを伝えるマスコミの報道にはもううんざり。（文末）"
1985,199-5,ank*****,（文頭）人出減ってないのに時短だけでここまで減る？てことはやっぱり飲食店てことになっちゃうよね。何か変だな…（文末）
1986,199-6,jyu*****,"（文頭）飲食を締め上げて吊るし上げた成果が出たみたいなので、飲食のみんなは胸張って良いと思う。
飲食だけ補償してどーのとか言ってた貧乏腐れには是が非でも退場して欲しい。（文末）"
1987,199-7,fu*****,（文頭）医療体制逼迫！ってフレーズを聞くことはもうなくなるのかもね。（文末）
1988,199-8,shi*****,"（文頭）この数字を維持するには、しばらく今の生活を続けるしかない。
これは今の生活を続けたことによって達成しているので、また生活を元に戻せば増えるだけ。

今減ってるからもう大丈夫ということではない。（文末）"
1989,199-9,tme*****,（文頭）オリンピック開催したいので、減らしているのでは？。オリンピックやらない、といえば、この数字も信用出来るんだけど。（文末）
1990,199-10,ani*****,"（文頭）報道を見ていると、あまり自粛感がないように感じるのに、
新規感染者数の減り方が急激なのは違和感を感じる。
減少傾向はいいことなのに何故か不安を感じる。（文末）"
1991,200-1,asi*****,（文頭）よかったよね。やっと終わりが見えてきた感じ（文末）
1992,200-2,bya*****,（文頭）にわかには信じがたいね。何人調べたの？表面的な数字だけじゃあ理解しがたいね。重症者の数だって何人死んで新たに何人重症になって、結果、現在何人重症という表現でないとわからんよこの記事書いた人。増えた、減った、だけ言っててもねえ。逆に２，３日でこんなに減るって何かおかしいんじゃない？（文末）
1993,200-3,ich*****,"（文頭）菅ちゃんやったね　これで心置きなく　春節の中国を歓迎できるねｗｗｗｗｗ

いいかげんにしいや！（文末）"
1994,200-4,yuz*****,（文頭）これで安心してまた元通りになるのが目に見えてる。少しは学習したから今回は大丈夫かな。（文末）
1995,200-5,yuk*****,（文頭）検査数をゼロにしたら・・・、感染者もゼロになるね！（文末）
1996,200-6,Rodorigesu,（文頭）なんで分母がないの（文末）
1997,200-7,i*a*****,"（文頭）年始年末のようなイベントも無く緊急事態宣言で出張も手控えられているため
ＰＣＲ検査をする人が減ったことにより感染数が減ったのではないかな

市中には無症状の陽性者が潜伏している為、移動が増えれば
また感染爆発するとおもう
そしたら第四波でループが始まる......（文末）"
1998,200-8,yrq*****,"（文頭）今日少ないと皆さまお思いでしょうが、明日４００人弱と同じならば、喜んでも良いと思います
明日700から800人弱なら気を引き締めて下さい（文末）"
1999,200-9,syo*****,（文頭）東京の場合検査日と感染発覚日がリンクしてないから喜んでいいのかどうか分からん（文末）
2001,201-1,dna*****,（文頭）下がったとは言えまだ油断は出来ませんね！（文末）
2002,201-2,hev*****,（文頭）これだけ急激に感染者が減ったのなら、二週間位ロックダウンして、補償金出せば感染者は限りなくゼロになるのでは？その方がよっぽど経済がまわるのではないでしょうか。（文末）
2003,201-3,stc*****,（文頭）こんな数字情報操作じゃねーの（文末）
2004,201-4,tak*****,（文頭）嘘くさい（文末）
2005,201-5,hqs*****,"（文頭）政府が感染者数を調整させてるのでは？
国民の命より名誉を優先する政治家達、自由飲酒党ならやりかねない。（文末）"
2006,201-6,ぶうたろう,"（文頭）数字に不自然さを感じる
そんなに春節やらオリンピックやらで海外から人を呼び込みたいのか。。（文末）"
2007,201-7,tak*****,（文頭）この数字を単純に信用すれば、やはり人の流れを抑えれば感染拡大は抑えられるということになるのかな？とはいえ、去年と違って目に見えるほど人の流れが止まったように見えないんだけどね（文末）
2008,201-8,wat*****,（文頭）濃厚感染者の追跡を止めたり、検査数の調整などオリパラ開催に向けての政府、都の操作があると思う。実際、都内の主たる場所の人出数は増えている。（文末）
2009,201-9,hft*****,（文頭）この数が実態を反映しているならば、希望を持てますが、油断する輩が出始めるのではないか不安です。昨日、柴又の川甚という老舗料亭が長い歴史に幕を閉じるということで行って来ましたが、帝釈天の辺りは結構人出が多かったです。こんな下町でも、、、渋谷等、もっと多くの人出なんだろうなと思いました。（文末）
2010,201-10,tei*****,"（文頭）死者より重傷者の減る数が少ないのは
まったく状況が改善されていない証拠だ。（文末）"
2011,202-1,don*****,"（文頭）やはり
日本凄いと思います。
後は、もう少し国が国民を安心納得させる
発言、行動を取ってくれると良いですね。

とりあえず後一ヶ月我慢しましょう。（文末）"
2012,202-2,bou*****,"（文頭）本当に減ってんのかなぁ？
なんか信用出来ない。（文末）"
2013,202-3,churuchuru,"（文頭）393人で少なく見えるのは
麻痺してるなあ・・・・・（文末）"
2014,202-4,vfk*****,（文頭）これ、検査数も同時に出すべき。想像だけどクラスターを追わないことによる検査数の激減が背後にあるなら喜びは半減する。（文末）
2015,202-5,kei*****,（文頭）？本当？（文末）
2016,202-6,cha*****,（文頭）検査数が急激に減っただけ。でもピークよりは確実に減っている。（文末）
2017,202-7,不審者,（文頭）全て調整だな（文末）
2018,202-8,hsa*****,（文頭）さっきミヤネ屋で今日の東京感染者は500人きります！って言ってて、実際速報で500人以下。感染者が減ることは良いことだけど、なんか芝居がかってないか？と疑問を持ったのは私だけ？（文末）
2019,202-9,zxz*****,"（文頭）オリンピックに向けて調整してる気が.....
信用できないな（文末）"
2020,202-10,sr7*****,（文頭）「オリンピックの為なら数字捏造もなんのその」でなければいいが、もっとも海外では相変わらずだからオリンピック開催は無理だと思う。そろそろ中止宣言出した方がいいんじゃなかろうか。各国首脳が談合で中止要請を次々出せば、IOC、JOC、日本政府、東京都は中止を言い出さざるを得なくなるんではなかろうか。コロナ撲滅の為、是非オリンピックは中止してほしい。（文末）
2021,203-1,tui*****,"（文頭）感染経路を追わないので無症状の感染者が街中に野放し状態です。

武漢病毒は一度感染すると、休眠状態になった病毒をヘルペス同じように身体に一生抱えることになるから厄介です。（文末）"
2022,203-2,lon*****,（文頭）もう嘘つかないで！！（文末）
2023,203-3,この世の中、敵だらけ。,（文頭）いくら東京で減っても他の地方も減らないと意味がないと思う。このまま減少すればいいのですが。（文末）
2024,203-4,bmw*****,"（文頭）ワオ！目標の500人を下回った。
菅さんや政府が一生懸命やってくれたおかげだ～。
有言実行！さすが菅さん！
って思う国民がどれだけ居るんだ？
もし居たなら平和ボケし過ぎ。
数字を改竄してるに決まってるだろ！
改竄が得意な自民党だぞ。
信じるな。（文末）"
2025,203-5,pas*****,（文頭）ウソ八百の政府！その発表もデマなのはわかる！八百長するのも大概にしろよな！！（文末）
2026,203-6,ktm*****,（文頭）マスコミ関係者、野党は感染拡大が収まらないのは菅総理の会見が響かないからと盛んに煽っていましたが、かなり感染者数は落ち着いてきているように見えます。響いていたから落ち着いてきたと思いますが？。（文末）
2027,203-7,saw*****,"（文頭）減っては来ているようだが
多くても100人以下にならないと（文末）"
2028,203-8,fan*****,"（文頭）今年に入って、厚生労働省が各都道府県に「積極的疫学調査の縮小」を指示した。
「感染経路を追うのをやめろ」「クラスターを追うのをやめろ」というわけだ。
その成果（？）もあり最近の新型コロナ新規感染者数は「順調に減っている」。
とくに東京都でその傾向が大きい。
新型コロナ感染者を可能な限り見つけて隔離・治療する努力を日本政府は放棄したのだ。
発表上の新型コロナ感染者数と実際の新型コロナ感染者数の差は開く一方であり、「放置されている新型コロナ感染者」が潜在的に大勢存在するということである。
「放置されている新型コロナ感染者」はウイルスをばらまき続けている。
ますます日本はヤバイ状態になっている。（文末）"
2029,203-9,yua*****,（文頭）検査数400人だったりして（文末）
2030,203-10,k*******,"（文頭）交通事故の死亡者数は即死をカウントし、ケガからの死亡はカウントしないと病院関係者聞いたことがあります。
そういった例もありますから、この数字も眉唾に感じます。（文末）"
2031,204-1,rlg*****,"（文頭）ほんと？ほんとにほんと？
検査数は？（文末）"
2032,204-2,*********,（文頭）オリンピックの開催に合わせた、感染者の減り方の様な？（文末）
2033,204-3,jackie,"（文頭）緊急事態宣言が発令されても、人の動向に変化は小さかった。
なのに何故、これだけ急減したのだろうか？
単純に、統計や検査方法を疑ってしまう。（文末）"
2034,204-4,wxp*****,（文頭）実感としても、相関するデータを見ても、こんなに少ない訳ないでしょ（文末）
2035,204-5,Dead End,（文頭）濃厚接触者への疫学的調査をやめたからだよ。検査数ががくんと減っている。それでも陽性率6%はやばい。（文末）
2036,204-6,kaz*****,（文頭）やりましたね…（文末）
2037,204-7,fa2*****,（文頭）昨年からずっと同じ測り方で出てる数字じゃないんですよね？（文末）
2038,204-8,xyz*****,"（文頭）これだけ減ったのなら
政府が行った小規模飲食店への時短要請は正解だったといえる（文末）"
2039,204-9,mam*****,（文頭）ホンマかいな^^;（文末）
2040,204-10,3452,（文頭）1番信用のない月曜日の数字で喜ぶようでは甘い。木曜日の数字だろうね。木曜日がこの数字であるならば解除も見えてくるでしょう。だだ、安易な飲み会はやめたほうが良いけどね。また軽く4桁に戻るから、（文末）
2041,205-1,yew*****,"（文頭）調節してるだけだ！
とか言う脳内コロナ感染者いるんかな？（文末）"
2042,205-2,tyc*****,"（文頭）減った...
ゴリンピッポ、できるな。（文末）"
2043,205-3,tak*****,"（文頭）これで3月に緊急事態宣言を解除して、
桜や春休みにかこつけてGOTOキャンペーンを再開ですか？
また感染者が増えたらGWあたりから緊急事態宣言をだすつもりでしょうか？（文末）"
2044,205-4,shi*****,（文頭）この数字ほんとかなあ？（文末）
2045,205-5,jun*****,（文頭）緩め方が重要ですね。3回目(3波)なんだから、前の反省を活かさないとそろそろ本当にダメだと思う。（文末）
2046,205-6,syu*****,"（文頭）数字で一喜一憂しませんけど、この数字は異常では無いでしょうか。

一気に増えるのは判りますけど、減る方に関しては、こんな減り方しないでしょう。（文末）"
2047,205-7,fbn*****,（文頭）ピークアウトしましたね。季節性インフルのようなものだったわけで、緊急事態宣言する必要もなかった。しかしマスコミは遅きに失した、後手後手だ、もっと強力な措置をと煽りまくり、それを信じる人が多い。なんなんだこれって感じ（文末）
2048,205-8,ケロッピー,（文頭）このすうの10倍はいるでしょう。明らかに意図的な数字。医療体制は相変わらずひっ迫していることを忘れてはならない。数字は操作できる。現場は操作できないでしょう。検査数１０万件はどうなったの？（文末）
2049,205-9,drt*****,（文頭）もうワクチンも不要ですね。（文末）
2050,205-10,n90*****,"（文頭）どういうカラクリで新規感染者数がわずか４００人程度なのか？
オリンピックのために工作しているのかな・・（文末）"
2051,206-1,sur*****,"（文頭）感染者が増えたという報道は信じて減ったという報道は疑う人は何なの？
減ったら困るのかい？
五輪の為に調整してるとか訳の分からない事を言う人もいるけど、なら初めから宣言を出さずに済むように調整してるだろって。
言い掛かりは見苦しいよ。（文末）"
2052,206-2,cha*****,（文頭）都民です｡ほとんどの陽性者が入院どころか検査もして貰えない現状を知り､自粛し始めた人も居るのかも？重症者は多分､お亡くなりになって減ったのだと残念だけど思ってしまいます｡オリンピックなんてやめて欲しい。しかし中止になれば、ワクチン接種が遅れるだろうと…本当にコロナで疲れ切ってます。（文末）
2053,206-3,cru*****,（文頭）いろんなコメント見てると何を信じたら良いのか分かりません（文末）
2054,206-4,tok*****,（文頭）この数は信頼して良いのだろうか…国と都は五輪開催だけは意見が一致しているからな…。。。（文末）
2055,206-5,te******,"（文頭）五輪実現へ向けて数字が意図的に操作されてる
噂もあるけど・・・。
中国と同じようなことしてたら恥だよ。（文末）"
2056,206-6,kjtg****,（文頭）減り方が急すぎて信じていいのかな。緊急事態宣言を解除したらまた急増になったら嫌だし。（文末）
2057,206-7,ivf*****,（文頭）感染者ゼロになるまでは。。。（文末）
2058,206-8,kur*****,（文頭）絶対数値操作してる（文末）
2059,206-9,bee*****,（文頭）経済的に申告減っただけじゃないの（文末）
2060,206-10,xif*****,"（文頭）ヤッター　　　　(∩´∀｀)∩
がんばったねー　(∩´∀｀)∩（文末）"
2061,207-1,leh*****,"（文頭）>> 12月21日の392人以来6週間ぶり

12月21日で392人のときは多いと感じていたはずです。393人を少なく感じるのは感覚が変わってしまったからでしょう。（文末）"
2062,207-2,KAN,（文頭）この調子で！なんとか2/7で緊急事態宣言解除できそうです！（文末）
2063,207-3,sac*****,"（文頭）いやはや…数字を操作してるのではないか？　と疑われるほど、政権側は信じられていないんだろうな。だから、「ホンマ？」みたいな意見も出る。なにせ、だいじょうぶだとか、問題ないとかいう傍から破綻してるからな。
ネトウヨが「政権を信じられないのか」みたいに言うが、彼らは「パヨクはウソばっかし」なんて言ってるし、どっちもどっちやねぇ(笑)（文末）"
2064,207-4,nig*****,（文頭）感染者数減の傾向は事実のようであり、喜ばしい。（文末）
2065,207-5,ルック,"（文頭）見え見えの数字の操作だな！
感染者は減っていないのに悪質だ
菅総理には幻滅だ
そうまでオリンピックをしたいんだ
国民が死んでもかまわないみたいだね！（文末）"
2066,207-6,bur*****,（文頭）毎年インフルエンザも自然に急激に減りますよ。（文末）
2067,207-7,bmw*****,"（文頭）検査数を減らしているのでは？少ない検査数なら感染数も減りますからね。

なんか意図的に数字が作られているような気がするのですが。（文末）"
2068,207-8,tom*****,"（文頭）これ検査数も出して欲しい
本当に見たいのは陽性率
濃厚接触者を追い切れていない気がする
宣言の効果アピールにしか思えない（文末）"
2069,207-9,emd*****,（文頭）減ってきた！これを素直に喜ばず政府の捏造だと言ってるアンチ自民党は引っ込んでろよ（文末）
2070,207-10,sakuma,（文頭）信じていいのか？これ。（文末）
2071,208-1,mam*****,"（文頭）実に怪しい
オリンピックをやると言い出さないかヒヤヒヤもの（文末）"
2072,208-2,yam*****,"（文頭）月曜とはいえ急激に人数が減りすぎていて信用ならない。
検査人数、陽性者数、重傷者の増減理由を詳細にしてくれないと感染者数を聞いてもピンとこない。（文末）"
2073,208-3,wes*****,"（文頭）これですぐにGOTO再開とか、無謀なことは止めてくださいよね。
そんなことしたら、大人しい日本国民も反乱を起こしますよ！ｗ（文末）"
2074,208-4,sho*****,（文頭）嘘だろ！これ、不正してるよ、こんなに減るわけないじゃん。今までの経緯から見ても政府はなんかやってるはず！（文末）
2075,208-5,jadmp＊＊,（文頭）みんな自粛してるからPCR検査も受けてないだけでしょ。（文末）
2076,208-6,dai*****,"（文頭）インチキくさいな。
検査総数も毎回発表してくれ。
まあ、どうにでもできるから無意味か（笑）（文末）"
2077,208-7,jin*****,"（文頭）検査を減らして感染者を少なくする。最初からの政府の手段。相変わらず無症状者の検査はしない。官邸、厚労省、国立感染症研究所、利権と研究成果の名誉称号の権化の化身だ。
オリンピックはもう出来ないが、どっちに転んでも設ける仕組みになっている連中が官邸に群がっている。（文末）"
2078,208-8,ita*****,"（文頭）誰もこの数字信用してないのじゃないかな、安倍政権から続く官僚の忖度が激しかっただけに国民は疑わざるを得ない。
正しい数字であることを信じるじゃなくて祈るよ。信用されないのは政権の自業自得。（文末）"
2079,208-9,********,（文頭）緊急事態宣言取り下げの為の調整か？（文末）
2080,208-10,xrj*****,（文頭）ごめん、普通に自民党の菅とか二階とか麻生とかいると、この数字は全く信用出来ない！普通にオリンピックしたいだけと隠蔽にしか見えん（文末）
2081,209-1,nur*****,"（文頭）すごいじゃないですか！
５００人ばかりか４００人をも一気に下回った
これこそ、みんなが頑張っているからですよ！
飲食店の方、他の方もきついけど、
もう少し！！
あきらめずに前を向いていきましょう！！！（文末）"
2082,209-2,あーあ,"（文頭）春節に合わせて調節してるように見えるんだよなー
頼むから入国規制緩和するなよ。したら終わりだわ（文末）"
2083,209-3,sai*****,"（文頭）ことしの旧正月は2月12日金曜日です。
前後5日間位は出入国を完全封鎖してほしい（文末）"
2084,209-4,Yu,（文頭）減ってこれで大丈夫だと安心する国民は少ないと思う。賢明な日本人はもっと確実な安全宣言を待っていると思う（文末）
2085,209-5,nto*****,"（文頭）この数字本当?

なんにせよ、春節の中国人観光客の入国だけは勘弁してください。

せっかく街や電車が静かになったのに、また大きな声でウイルスばらまかれたらたまったもんじゃない。（文末）"
2086,209-6,tcn*****,（文頭）gotoと入国を止めたから。数が減っても、1年位は入国制限しないと！（文末）
2087,209-7,shi*****,"（文頭）コロナのおかげでメディア、マスコミに対して疑いを持つ人が増えて、みんなのネットリテラシーが上がった気がします。
情報に対して、しっかり吟味するようになっていい傾向だなと思いました。（文末）"
2088,209-8,komi*****,"（文頭）うそー
嘘くさ（文末）"
2089,209-9,La Justice,"（文頭）月曜日は決まって感染者数が少なく出るし、これで油断はできないよね

まあそれくらいはみんな既に知ってるから（文末）"
2090,209-10,dar*****,"（文頭）減り方が急激ですね・・・・
減っていることにいちゃもんつけているわけではないけれど・・・・

なんかね・・・・・そういや福島県も30人台で推移してたらいきなり10人未満が2日続きましたからね・・・・・（文末）"
2091,210-1,rin*****,"（文頭）もしこれが事実なら、前回よりもこれだけ緩い規制でこれだけ成果が出たって事から簡単にコロナ対策出来るはずですよね。
何を信じていいか分からない（文末）"
2092,210-2,vip*****,"（文頭）情報操作がされているとしか思えない。
これじゃ、どっかの国と同じ。
身近な周りで最近ぽつぽつＰＣＲの受検者が出始めているので
とても減っている（こんなに急激に）とは思えないんですが。。。（文末）"
2093,210-3,yum*****,（文頭）東京だけこんなに都合よく減って逆に怪しい気もするが（文末）
2094,210-4,blu*****,（文頭）分母として検査した人の人数は出せないのでしょうか　検査人数が少なければ減るの当たり前ですよね（文末）
2095,210-5,*,（文頭）五輪に向けた露骨な情報操作ｗｗｗ（文末）
2096,210-6,you*****,"（文頭）国民を馬鹿にしてる！
こんな数字のトリックばかりしてるから菅政権の支持率が低下してるんだよ。
国民はそこまで馬鹿じゃない。みんな菅さんより頭いいよ。ｗｗｗ（文末）"
2097,210-7,k_m*****,（文頭）はいはい、検査数を絞って情報操作に躍起ですねwそんなにオリンピックやりたいの？w（文末）
2098,210-8,ニートのミート君,（文頭）減るわけないでしょ。（文末）
2099,210-9,hen*****,（文頭）陽性率は？（文末）
2100,210-10,aki*****,（文頭）検査数を出して、何人検査してそのうち何人が陽性でしたと具体的数字を出して貰いたい。（文末）
2101,211-1,kik*****,（文頭）残念ながらほぼ死者です。（文末）
2102,211-2,とおりすがり,（文頭）やるな、にほん。（文末）
2103,211-3,yhv*****,（文頭）明日また増えて「ギャー！」（文末）
2104,211-4,tarot*****,"（文頭）4割近く検査数を減らしてるだけ
そうすれば陽性数は減る

極論言えば
検査しなければ陽性数0も可能です

アメリカは1日100万人検査してるのに
日本は東京だけで8000人くらいの検査数

人口3倍違うといっても
これは操作してるとしか思えない（文末）"
2105,211-5,hir***,（文頭）こんなに少ない訳がないやろ。（文末）
2106,211-6,tkr*****,"（文頭）以前から思っているのが、『感染者数／検査数』を情報として上げてくれないと、その数字がどうなのかわからない。
更には検査対象者はどういう人達なのかも情報展開すべきです。（文末）"
2107,211-7,fal*****,"（文頭）検査数を絞り、濃厚接触者の追跡を止める。
そんなごまかしで表面的な数だけ減らしてどうする。

抑え込みに成功している国に倣い、対策に正面から取り組め。（文末）"
2108,211-8,sts*****,（文頭）大学受験で全国から集まるのでまた増えます（文末）
2109,211-9,xjr*****,"（文頭）ここまでして春節を迎え入れたいか？
日本を中国に明け渡したいか？
こんな数字誰が信じるというのだろう。
よいよ日本は終わったかもしれないね。（文末）"
