,number,ユーザー名,コメント
1411,142-1,Vox_Pop,先手先手といいながら、すべて周りから尻を叩かれて重い腰を上げるような対応の仕方ばかり。先を読んで事前に手を打ち、効果をあげた例が何か一つでもあっただろうか。こんな愚鈍極まりない老人の陣頭指揮ではどう考えてもウイルスとの戦いに勝ち目はない。やりようによっては抑え込めることをいくつかの国が証明しているのに、それができていないのはやはり人災といわざるをえない。
1412,142-2,yum*****,"全国的にちゃちゃっと出しちゃおうよ
大学生で帰省してた人多いし、大学だけでも来学者制限しないと大学周辺がひどくならんかね"
1413,142-3,arc,"仕事は行ってください。でも遊びは行かないでくださいってことでしょ。
仕事も制限してくれるなら喜んで外出自粛するよ。"
1414,142-4,MM,愛知のが先に手を上げてたのに、大村さん遅すぎる。
1415,142-5,arc*****,"少なくとも関東圏などの広域で宣言するか、全国一斉とするかで締めつけをしないと横ばいで減少傾向にも移行しなそうな気がする。知事から要望が無い限りは国は見て見ぬふりを続けるという事でしょうか。
変異種の確認であったりプラスの見通しの要素は無い気がするが。"
1416,142-6,hon*****,"全国で緊急事態宣言してよ。きりがない。
1カ月　移動制限とて　特に若者は外出禁止
それが一番終息の近道"
1417,142-7,tii*****,だよね、令和おじさん　止まり　妥当
1418,142-8,Go Go GIANTS,"国民は解散をひたすら待って、しっかりと選挙に向き合う必要がある。
菅はこちらから選べなかったけど、今度こそ誰に任せるか？国民が決められることができるわけだから。"
1419,142-9,yan*****,"時短程度で感染者の拡大なんか減る訳がない。
誰も言う事聞かんねから…
イヤ…聞かないんじゃないな、聞けないんですよ。
お金稼がないと生きて行けないんやからね…
国からの保証や給付についての対策は一部のみ
一般会社員や企業に対しては何もない。
ただ緊急事態宣言出しただけ！

それに昨年から続くコロナ禍で、皆感覚麻痺してて危機感なんて薄れてますよ。僕も含めて…

そらそーでしょ、宣言出ようが出まいが毎日朝から夜まで仕事ですし、来店されるお客様は溢れてるし
僕の働く会社(某有名ディーラー)の意向も昨年は色々対策を行ったが、今回の宣言に対しては何もしない。通常営業をする！と宣言してますからね。

本当に少しでも拡大を抑えたいと考えているなら、
国民１人１人に対しても各企業に対してももっと手厚い対応策を準備した上で、かなり強い強制力を持った宣言を出さないと何も変わらないですよ。"
1420,142-10,ntg****,"熊本、福岡も医療が逼迫しているのに
今だに検討中とのこと
全国で医療が危機的な地域は
政府から緊急事態宣言出すべき
手遅れになる前に適切な判断お願いします。"
1421,143-1,おじいちゃん,"行き当たりばったり過ぎる。
対処療法では現状維持にしかならない。
予防療法でないとダメだけど初動が遅すぎて…
レームダック政府だな。"
1422,143-2,clu*****,"あなたたち都会の人が海外から持ち込んでまき散らしておいて，時短営業は死活問題だの云々。
都会は正常な人間は住めたものではありません。
色々な人種がいるし，獣かと思うよな人もたくさんいますから。
よく生活していると感心しています。"
1423,143-3,yui*****,"この宣言って意味あるの？
8時の根拠は？
なぜ今だに外国から隔離なしで入国させてるの？バカ菅。"
1424,143-4,fuck off :),２月に収まる訳がない。前回より状況は悪いのに、収まる科学的根拠を示してほしい。延長されることは、織り込み済み。オリンピック中止もほぼ既定路線。2021年もコロナで終わる。
1425,143-5,cap*****,"宣言が出たとしても個々の意識が変わらない限りいつまでも続くと思う。
どこぞの新成人が酒飲んでわめき散らしてましたよね。それを面白そうに見てる人達もいましたよね。
国に文句はあるでしょうし感染が拡大した責任の一端はあるでしょうが、これ以上拡大させないためにはこういう無防備な人がどれだけ少なくなるかにかかってると思う。"
1426,143-6,vyl*****,ダメだこりゃ
1427,143-7,cli*****,"緊急事態宣言は予算が自治体でやるか国が出すかの違いだけ。
災害時の激甚災害指定と同じ"
1428,143-8,怒り心頭,グズスガ。リーダーシップだして素早く早くやらんかい
1429,143-9,han*****,"そうこうしている間に、巷では入院出来ずに死人が続出するのでは？
もっとＰＣＲ検査を普及し、隠れ陽性者を探し出さないと、行き当たりばったり感は、何時迄も解消しないのでは？
まあ、この内閣ににはその能力も腹も無いから、無理ですかね？"
1430,143-10,vgp****,二階さんの許可を頂くことができましたので、ご安心下さい。
1431,144-1,vgp****,二階さんの許可を頂くことができましたので、ご安心下さい。
1432,144-2,nan*****,銀行も社会インフラのため休めず、休みたいのに休めず注意しながら100%出勤の接客、配慮してほしいです。
1433,144-3,shi*****,"国民の不満抑えきれず、渋々出した感。
もう皆、菅じゃ駄目だと思っています。"
1434,144-4,y_o*****,"戦力の逐次投入。
悪手としか言いようがない。
こんなことをしている間にどんどん感染が広まってしまう。"
1435,144-5,tkQ,昨日までは1週間程度様子見るって言ってなかった?本当に世論を見切れない人ですね。最近は菅さんがいない方がいいんじゃないかとすら思う。
1436,144-6,sak*****,近い内に、対象が全国主要都市に拡がるだろう。いつの間にか、経済優先主義が復活して、来月7日には、強引な宣言解除もあり得る。いずれにせよ、全く成果がなかった宣言で終わりそう。正にイギリスの2回目のロックダウンと同じ路を辿っている。その後、再び感染拡大するか、高止まりするかの程度の差はあれ、収束には程遠いだろう。
1437,144-7,hai*****,週明けには全国規模になる予報
1438,144-8,chi*****,"小出し。。
せめて愛知付近も一緒にしてよ。"
1439,144-9,boa*****,"ここのコメント欄を全て印刷して菅さんに見ていただきたいですね。国民がどう思っているのか分かっていただきたい。
いくら忖度してもいいが二階氏が望んでいる春節Welcomeは絶対許してはいけない。"
1440,144-10,バット,"なんの意味もなく全て崩壊するだけだと思うけど。
言われたらからやるだけ(笑)。
菅とか、本当に学校とか卒業してるの？"
1441,145-1,cor*****,"この調子だと、関東は1か月、関西は3週間で緊急事態宣言は強制解除と思っていいのか。
仮に東海2県や福岡、熊本、栃木あたりが追加で要請しても2週間くらいで解除されるんだったら、中途半端な緊急事態宣言なんて今すぐやめてしまえ。
菅もはっきりと「二階先生のために何が何でも2月7日で解除し、春節で旅行に来られる中国人をお迎えしないといけません」と言ったらいい。"
1442,145-2,aak,"吉村が悪い
オマエが先に拒否ったんだろ"
1443,145-3,mos*****,スエーデン国民は数%で他国からの移民が大半である実態が公表されていない。
1444,145-4,min,再度、国民一律１５万円支給して、緊急事態（ロックダウン）宣言した方がまし～
1445,145-5,cre*****,"緊急事態宣言が最上級だとすると、さらに事態が悪化しても、切れるカードは出尽くしてしまったのではないかと心配になります。
危機局面を示すステージとリンクした宣言発出レベルを設定、上限なくレベルが追加できるように階層化しておく必要があると思います。

それに伴う休業要請も横着に一括りしないで、
予め事業者個々に危険性をラベリング、
(過密な雑居ビルなど立地条件や店の条件に適した感染予防対策が施されているかなど)
自然な客足の増減も加味して、
損益とリスク回避の合理性を判断のうえ、
例えば今回は三つ星以下が休業対象とか
宣言レベルと呼応する仕組みを考えられないのでしょうか。他店の休業補償の財源に充てるなら、審査次第では有料で営業許可するケースがあっても良いと思います。"
1446,145-6,mnq*****,前回より深刻になってるから、緊急事態を全国に出して、給付金を出す。当たり前だ。
1447,145-7,sat*****,"保障金
東京だけで、一ヶ月・二兆円！
首都圏だけでも、、八兆円近くに....

これ税金ですから！
わかってますか？
だからそんなにあっちこっちに出せない。

アフターコロナは、
大増税！　生きていくのが大変になるかも"
1448,145-8,Jan,"各県の知事が昨年来、きちんと対応して来たとは思えない。
結果的に感染が急増したのを緊急事態宣言の発出要請という形で政府に投げて責任回避ををしているように見える。
我も我もと拡大して行きます。宣言の権威を確保するためにはメディ世論に流されないように発出基準を明確にして運用して欲しい。"
1449,145-9,GP01,"これ、ダメでしょ
安倍やスガや自民党ばかり機密費使い放題で
国民には給付金無しですか？"
1450,145-10,yxv*****,"二階堂にヘコヘコして出したんだねー。
よっ、ヘコヘコ総理。"
1451,146-1,pm8*****,政府のコロナ対策は全て後手後手ですよ️緊急事態宣言も一週間遅い️
1452,146-2,you*****,"人口比率で感染者数を見れば、
日本全土が緊急事態な筈。

全土に緊急事態宣言すれば、
給付金や保証金などがからみ、
それをしたくないが為。

国民が安心安全のため、
せっせと納めた税金は
国民の為には使われず、
2F総理大臣など、一部の特権階級を潤すためにだけに
使われる。

マスコミや自民が叩き上げ、潰してしまった
民主政権の方が、われわれ最下層の人間には
より良い世の中だったし、
色々失敗に終わってしまったが、
震災対応を初め、経済対策など、
国民の為に働き、やつれていた
政治家もいたような気がする。
今の総理も大臣も、非常事態にも関わらず
顔艶テカテカ、記者会見ではにやにや。
緊張感のかけらさえない。

次の選挙、どこが政権を担っても同じだが、
自民だけにはNOと出す。"
1453,146-3,cha*****,"大丈夫！！！
小出しにして小出しにして最後は収拾つかないから
全国一斉宣言！！！
自身ない、判断力ない、アイデアない　では
仕方ない！！！
小者、小心者はこんなもんだ！"
1454,146-4,atr*****,"また国民に一律給付金を出すしか、支持率回復な無いな。1人20万でもしたらどうでしょうか。
それぐらいしても納得できない国民が多いでしょうけど。　まずは飲食店経営者が自殺しないように早急に協力金を出してあげて下さい。"
1455,146-5,kik*****,"スマホに各社の速報が来たのでPCで確認したが、いまさら感の緊急事態地域拡大。
退陣表明でもすれば良いのに、と思わざるを得ない"
1456,146-6,koi*****,"中国の動きみた？大きく広がる前にあんなに徹底した方がすぐ抑えることが出来るのとやっぱりヤバイ人為的に操作したウィルスだからやってるんだよ。
感染したら心臓に爆弾埋め込まれるのと一緒。無症状でも年齢も関係なく80%に心臓に後遺症が残る。"
1457,146-7,xrb*****,"ほうぼうの知事から求められて宣言追加を繰り返してるうちに全国になってたりして。。
これほど小出し後出ししてことごとく裏目に出ながら自分の評価も落とし続けられるのって、もうある意味才能としか思えない。"
1458,146-8,hay*****,"飲食での問題は、お店側の管理よりも客側の方が多いのでは。
時間制限して税金をばらまくより、時間制限はせず
ルールを守らない客や店を逮捕、営業停止にするルールに
した方がまともな管理のように思うが。"
1459,146-9,ありがとう,なぜ7日に揃える？　春節前提だな。
1460,146-10,myq*****,"専門家だの二階の顔色伺いなぞして無いで
自分の意見はまるっきり無いんだなぁ笑。
トランプじゃないけど菅も歴史に残る最低の総理だろう。"
1461,147-1,y67*****,小だし。セコイな と思います。
1462,147-2,neg*****,いつ出すのか知らないけど、「要請」があって３日目に「出すことに」したのは、過去の経験から相当早いほうだ。決断力が付いてきたか？
1463,147-3,s_y*****,チョロチョロやるなよ。
1464,147-4,aut*****,"地域事に緊急事態を出して何がしたいの？
保証したくないから地域事？
緊急事態が出ない地域も連鎖反応で景気が後退するの分かってて"
1465,147-5,yam*****,"10日に「もうしばらく様子を見て、分析をしたい」と言っていたが、12日に実施を発表。その間に「何を分析し、どのような結論に達したから宣言を発表することにした」のか、きちんと詳細を国民に発表していただきたい。
全てがブラックボックスだから、信頼できないのである。"
1466,147-6,och*****,"一気に全体的にやらないと
イタチごっこになるだけだって
分からないのかね？

経済考えるのはいいけど一気にやる方が
最終的にダメージは少ない可能性の方が高い

去年もそういう後からちまちまやって
色々問題になってたのに学ばないね。"
1467,147-7,kas*****,"この内閣が起案して発出するってことがないのかな。
先読みが出来ず、要望が出てどうしようもなくなったらGoを出すとかリーダーとして絶対的に必要なものを持ち合わせてないな。"
1468,147-8,dzj*****,早く辞任せよ。
1469,147-9,man*****,"緊急事態宣言出しても発令した政府や議員達や各首長がルール違反するのに一般庶民が従うはずないしやるなら全国一律にして給付金出すなりした方がいいし、海外からは一切入国禁止にしないと無理。
二階と麻生をまず議員クビしないと。"
1470,147-10,vyi*****,2月7日にこだわるのは中国の春節に向けてでしょうか？国民の命よりも中国人の爆買いを優先してコロナを広めたのに何も学ばないんですね、スカタン総理。
1471,148-1,sue*****,宣言しても[宣言しますっ]ってだけであんま意味がない。今回のほうがめっちゃゆるいですよ。
1472,148-2,kur*****,緊急事態宣言より電車　バスを止めれば良い　人の流れが止まるので簡単な事　手遅れとかテレビのインタビューで話されている庶民は、みんな街中やん　あんたらが困るんちゃうん
1473,148-3,oku*****,"なんでこうも後手後手にしか動けないのでしょうかね。
たまには先手をうって欲しいものです。"
1474,148-4,osi*****,こりゃ、2回目の現金給付だな。
1475,148-5,fhk*****,要請あったら、徹夜してでも検討して、翌日には出したらどう？それだけで死者を何人か減らせるはず。
1476,148-6,qch*****,緊急事態で家から出ないで…？？保証も給付もしませんよ〜…！！って約1年ぐらいこの状況…初めに10万次に20万✕6回　約年に130万〜140万の支援…今の世の中　年140万で何が出来るんだよ？？家の保証も3人世帯で都内で約7万…都内の家賃そこまで安くないでいですよ〜って言っても今の日本じゃ意味ないか…家も無くなり食と職も無くなり生活苦をしていかねばならんのか…
1477,148-7,iku*****,表明って。。。お気楽？？？
1478,148-8,shi*****,"こんなに小出しなのは、予算のため？
どうせ僕らの税金が原資なのに？

ちがうでしょ。
ほかの国は、国民にいっせいに休業手当のようなものを払う。
そのほうが国民もゆったりとした気分で受け入れられる。

日本は一律には10万円だけ。
そのほかは業界ごと・階層ごと・属性ごとに小出しにちまちま。

たぶんこのやり方の根っこは全部同じ。

その業界に顔を利かせたい、
将来、票のとりまとめを頼めるように効果的に税金をつかいたい。
官僚的には天下り先を確保しておきたい。

知事には、なるべく国のほうがうえなのだと強い印象を国民に与えたい。
本当は同等なのに。
自分の権威を見せつけて平伏させたい。

地域ごと・階層ごと・業界ごとに「カネをやる」ことで
権威付けを行うと同時に、
あなたたちには「特別に」給付しました、と票に結び付ける。

こうした困難に直面するたびに
日本政府の「身勝手さ」「せこさ」を感じる"
1479,148-9,bun*****,何を今更ですかね！　自分の意思で動けない方　首相早く降りた方が宜しいんじゃないですか？　秋田の恥です
1480,148-10,kat*****,感染力が上がれば、毒性が弱まる。もともと毒性の弱いウィルスなので、風邪に近づいてゆく。収入も減らない年金生活者が、緊急宣言を要求し、大げさに騒ぎ、テレビのコメンテーターは補償すればいいと気楽に叫ぶ、将来、膨大な借金を背負うノーリスク集団の若者たちが、生きるための仕事を失い、反乱を起こさないのが不思議。
1481,149-1,bum*****,全国一斉に2/7まで出してそこで判断して解除していけばいいと思う 現状出てる県とこれから宣言出すって言われてるところだけが残るとは思うけどかなり違うとは思う ただ、それをやると給付金が絡んでくると思うからやらないかもな 感染拡大する以上に給付金出すのは嫌みたいな感じだしな
1482,149-2,＊＊＊＊,"追加して今と何が変わる訳?
既に関西も時短要請している。
閉店がＰＭ10時→ＰＭ8時になる程度なのか。
それで本当に終息出来ると思っているのならおめでたい連中だ。"
1483,149-3,sdk*****,"恐ろしく遅い対応…
小出し小出しで何を怖がってる?
富裕層や経団連ばっかり気にせんと庶民の生活を､気にして下さい
１ヶ月も時短要請された飲食店の方々の努力を無駄にしないで下さい
緊急事態宣って言ってますが…
緊急時短宣言だけで収まるとは到底思えませんから！！"
1484,149-4,tar*****,"能天気
全国に発令しなさい
器でないなぁ"
1485,149-5,jul*****,"本気で感染拡大を抑える、オリンピックを開催するつもりならワクチンが十分接種できる準備が整うまでまで緊急事態宣言継続すべきだと思う
1か月やそこらじゃ全然短い
経済的な問題はすごーく難しいが"
1486,149-6,dta*****,"昨日の成人の日の影響で来週は感染爆発が急加速するのは目に見えいる。

ここまできたら再度、全国民に10万円再給付して、1週間、行動自粛を要請するしか手はないのでわ...

Go to関係に対する偏ったテコ入れ、首相自ら会食など金は出さないわマトモな政策ないわ、国民の信頼ないわの三拍子でわ誰も言うこと聴かなくなるわな

本音のところは感染爆発させてオリンピック前に集団免疫作ってという腹なのでわ？"
1487,149-7,nak*****,今更？
1488,149-8,oh_*****,宣言を出す理由よりも宣言が大幅に遅れた理由を、いつもの紋切り型で一方的な言いっ放し発言ではなく、質疑応答込みで納得出来る様に詳しく説明する事が必要なのではないか？
1489,149-9,nin*****,「後手後手」を認知症の力で「先手先手」に無理やり変えて政治ごっこやってる令和最初の総理退陣スカ先生、おねげえですだぁ～もうそろそろ正気に戻ってくださいませませ～～♪。
1490,149-10,pap*****,"緊急事態出した所で内容がね。
飲食店なども時短だけでは同じ、少しは感染者数は減るだろうけど解除したらまた戻る。
閉鎖してもらって手厚く補償して、休んでる店に勤めている人に給付したほうがいいと思います。"
1491,150-1,miz*****,緊急事態宣言と言う言葉は便利ですね！笊で水をすくっているような事が対策になりますか？もう無理ですから感染拡大が行くところまで行くのを受け止める覚悟を持ちましょう。かなりの感染者が出て死者も増加して何ともならなくなるのは目に見えてます。せめて自己防衛して感染しないようにするしかもはや打つ手無しです。
1492,150-2,mat*****,全国にしないといけない。地方の医療はひっ迫しているのは明らかです。
1493,150-3,hag*****,"操られ人形の

のろさっ"
1494,150-4,●●●,言い方悪いが、番頭は番頭の仕事しかできない。
1495,150-5,２ru3,"こんなモタモタして何を考えて何を検討しなければいけないのか?
早く指針を出し、結論を出す事。

一ヶ月で終息すると宣言しているのに時間は刻々と少なくなっていますよ!　　菅さん"
1496,150-6,ogi*****,緊急事態宣言は、全国同時に出さなければ、効果がないだろう。
1497,150-7,fox＾*****,コロナはまだまだ続く、金をバンバン使っているけどいいの？
1498,150-8,yi*****,"全国に宣言出しなよ
そして、もう一度給付金出して下さい
前回配布してる世帯には手続き無しで出来るはずだから簡単でしょ"
1499,150-9,roc*****,"正直関東に出た宣言も全く効果があるとは思えない。
たくさん街に人が溢れてるし遊びに出かけてる人たちもたくさんいる。
これって本当に緊急事態宣言なんでしょうか？
緊急事態宣言だしたから仕事しました感出さないでほしい。
関西も変わらない気がするな…"
1500,150-10,************,"あれ？

あ.....愛知は？？"
1501,151-1,ahc*****,本とに国民の命を守りたいなら、全国的に緊急事態宣言を出すべき、経団連の顔を潰す訳には行かないと、本音を言えば️河井みたいな馬鹿がまだまだ居そうだ️
1502,151-2,gog*****,ガースー遅すぎ
1503,151-3,八正道,"「緊急」って意味をお尋ねしたいものだ。
いちいち事務的手順を踏むばかり。

いんせきが地球に落ちて来るとしても、この人たちは、検討会議ばかりに時間を費やしているのだろうなあ。

えっ？
仮定のことにはお答えできない？
こりゃ、また、失礼しました。"
1504,151-4,iaq*****,この件に関しては優柔不断でもいいと思うけどね。臨機応変と紙一重だし。世論に流された結果でもいいじゃないか。
1505,151-5,shikyaku,やるんだったら、４日前にやれば良かったのに。いたずらに先送りしただけだ！何を検討していたのか、有事で任せられる政府とは程遠い。有事は首相の決断力が無ければ駄目だ！
1506,151-6,ros-8kagami,"何で１ヶ月じゃなくて、来月7日までなの？
中国の春節に合わせて解除しないと、誰かに叱られちゃうの？"
1507,151-7,qkg*****,"どこまで受け身なのか？呆れるわ！

もしかしていまの状況が、先手先手であらゆる策を講じてる状況？"
1508,151-8,tar*****,ん〜　様子見から2日ですよ。　　この2日に何の意味があったのか?
1509,151-9,esp*****,"そんなにお金出すの嫌なんだ！？何渋ってるんだ？
管政権も期待はずれ。なぜ？日本の政治家は
グイグイ引っ張る様な、国民を心底大事に考える人物がいないのだろう。誰一人居ない（議員で一人いらっしゃいますが）"
1510,151-10,ohl*****,"まだ出してなかったの？
本当にやることなすこと遅いね"
1511,152-1,☆☆★☆☆,"やるなら全国、内容も見直しで。
訳の分からない利権とか忖度で税金の無駄使いするなら、国民一律給付です。
Gotoもオリンピックも要りません。
国民を犠牲にする政治家も要りません。"
1512,152-2,s_o*****,"全国一律の緊急事態宣言は最終手段。

「とりあえず出せば」みたいなことを言っている人は、それによる経済打撃を全然考えていない。感染が拡大していない地方地域の経済まですべてストップして、その分必要なお金を後からすべて税金で回収した場合の我々の負担を考えていない。

緊急事態宣言が出る地域は「感染防止できませんでした」って白旗上げているっていうことなんだから、他地域は出さないように全力で努力すべきでは？"
1513,152-3,joj*****,"飲食店以外のサービス業にも
給付金を支給しろよ！
本当に何も出来ない政府！"
1514,152-4,clj*****,"緊急事態宣言出せー出せー言うてる人は、とりあえず春にコロナが少しおさまるとしても、また秋冬ぶり返して、春夏なんとかなって…を5年くらい繰り返す想定はしてないのでしょうか？
ワクチンができた！となれば、安全性はどうか？とか、
コロナ云々言い始めてもう1年にもなるのに、付け焼き刃的対策と慌てっぷりにウンザリです。
今の陽性反応の人には冬特有の感染症も混ざってしまってないのですか？
年末年始に大騒ぎして…と思ってますか？
大方の人は自粛自粛を強いられてひっそり暮らしてます。
ぎゅーぎゅー締め付けるだけ締め付けて、飲食業、観光業、そこに納入する業者、給付金ではもう持たないと思いますけど…。"
1515,152-5,sto*****,本来、国が主導的に感染制御すべきところ、全く受身。もはや、足を引っ張り、マイナスに悪影響を与える存在。自民党が、はったりと利権で、もともと政治家として役に立たない存在だったが、ここにきて、迷惑な存在になった。国民は、検査、保護、治療の確実な実施に向け、力を合わせて、野党と協力し、自民党から政権を取り戻すことが緊急の課題だと思います。
1516,152-6,nvo*****,"宣言出されたって何も変化を感じないのは、気のせいだろうか。全く期待も無いし、本腰入れてるように見えなくて、国民も頑張ろうという気持ちになっていないのではないだろうか。
協力お願いされてばかりで、別に見返りを求めるわけではないけれど、菅も頑張ってる！国も出来る限りのことをしてるよ！というのを見たい。今はどんなに行動を自粛してもやり甲斐がないといった感じ。もちろん自粛は自分のためとわかってはいるけどね。"
1517,152-7,dja*****,"飲食店に一日6万が不公平とか、、俺もそう思うけど
時間はあったはずなのにそんなザルしか思いつかない政府にまず文句言えよな"
1518,152-8,ぶるまを履いた女子高生,次は東海地方に緊急事態宣言ですか、知事からの要請がないと何もしないのか、国は何も出来ない
1519,152-9,y44*****,"ふつうどんな組織でも、AプランBプラン、あるいは晴れプラン雨プランといったかたちでさまざまな場合に対応できるようにと考えて備える。
それをやっていなかった？
夏から今までの時間があったのだから、冬に感染拡大した場合の対策をしていなければいけなかったのに。
暮れから正月にかけて減るパターンだって考えたっていいけど、そうでないパターンだって考えるのがふつうのことだよ。
それをしてあれば、こんなふうに一律6万円とか金をつかんで投げるみたいな給付のしかたをしないですんだ。
必要なところに手厚く、そうでないところにはそれなりに、有効にお金を使えた。
税金かえせ！
税金かえせ！
これ政府だけでなく省庁も地方政府地方知事もみんな同罪だ。"
1520,152-10,aaa*****,"自分達で国民を洗脳しといてそれをちゃんと解かないから悪い。
感染者数と合わせて回復者数を表示させるようになったこと。
そして感染者の年齢層を表示しなくなったこと。
気付く人は気付く。

冬は乾燥により色々なウイルスが蔓延するから、病人を減らすのは難しい。
大事なのは重症者を減らす事。

・６５歳以上の方や免疫力の弱い方は混雑する場所をさけ
不要不急の外出を控えましょう。やむを得ず外出する際は予防を忘れずに。
(重症化しにくい年齢の学生や労働者の生活を保つ)

・飲食店の営業は23時までを要請
(飲食店の売り上げやアルバイトなどの収入を守る。
公務員基準の20時ではどちらも成り立たない)

若い世代へかかる負担を自分達に害はないからと
乱暴に決め過ぎている。
若い世代の票が選挙結果を揺るがすようになれば
このコロナ渦においてももっと若い世代が普通に暮らすことは
可能だと思います。"
1521,153-1,dai*****,"なぜ７日まで？
旧正月を意識したんですか？"
1522,153-2,chi*****,これまた前回同様小出しに出してくやつか。前回みたいに最終的に全部ってなるくらいなら一気に出して
1523,153-3,tom*****,本日ものんびり会議中なう、といった感じですね。
1524,153-4,bus*****,緊急事態宣言出すのはいいが、時短営業のとこに一律6万円って、給付金月180万円で従業員10人でやってるとこもあれば1人でやっているとこもあるから不公平感がすごい。1人で家賃安いとこでやってるとこは逆にコロナ万歳ってことになる。税金で払ってるのだからちゃんとして欲しい。
1525,153-5,ryo*****,ちょこまかせんとしっかり全国で宣言せい！
1526,153-6,tnkt,"何故20時に拘るのか。
18時19時との違いは…
しっかり保証をして、以前のような緊急事態宣言を出す方が良いように思います。"
1527,153-7,yry*****,"時短位で、何をごちゃごちゃしているんだろう
この政権は、どうみてもおかしい
国民は藪医者から効かない風邪薬を処方されて苦しんでいる様にしか見えない
効き目の有る処方箋をださないと、日本という身体はウイルスに占拠されてしまいますよ"
1528,153-8,**_**,やらないよりいいが、後手後手。
1529,153-9,kaz*****,"緊急事態宣言しながら、
外人の入国はOKっておかしいだろ。"
1530,153-10,mo*******,"結局出すんじゃんｗ

ってか、緊急事態宣言出すのに、自民党の役員会にかける必要、ある？
ねーだろｗ"
1531,154-1,yuu*****,"ロックダウンあるのみ。
はっきり言ってそこまでしないと、感染者が減らないでしょうね。
まー今の自民党にはやれないだろうな"
1532,154-2,mts*****,"コロナは地域を選ばすに何処へも行く…

この狭い国でちまちまと｡｡｡

ホントに「緊急事態」と思うなら全国で出せば？"
1533,154-3,toc*****,緊急事態宣言が軽いのはこの事態を招いた責任をとって知事がやめないからだ。政府もまたコロナ予防措置の対策遅れの責任者は辞任するべきだ。この事態を招くに至った責任者が責任を取らないのでは如何なるメッセージも白々しく聞こえるだろう。
1534,154-4,shi******,けっこうなことですが、首都圏以外の飲食店には休業補償協力金は減額でよいと思うよ。もし京都府兵庫県大阪府も出すのなら、政令指定都市部だけでいい。尼崎や西宮は怒るだろうがそれは個別審査して売り上げの多い大規模飲食店だけでいい。
1535,154-5,mku*****,責任を取る人がいないから戦力の分散と逐次投入をやりたがるんだ
1536,154-6,abo*****,"これって京阪神だからGO出たんだろうね。
和歌山含む近畿全県だったらお二階様が許さなかっただろうね。"
1537,154-7,pok*****,菅総理、あなたの頭が緊急事態
1538,154-8,nnnefbb,ダラダラやっていると春節に間に合わなくなって、また二階に怒られるぞ。
1539,154-9,mir*****,むしろ首相から全国的に緊急事態を発令するくらいの事しないと何も変わりませんよ。
1540,154-10,gon*****,"規制は大きく厳格に、緩和は小出しに緩やかに。

セオリーの逆をしてる。馬鹿。"
1541,155-1,けんじん,いよいよヤバくなってきたから対象地域を拡大する、知事から要請が上がってきたから対象地域に追加する、自分で考えて決められないなんて何なの？バカなの？？死ぬの？？？
1542,155-2,tak*****,"小出しばっかりで時間かかりすぎ
国民に強いメッセージと緊急事態宣言と
保証や給付金を早く全国に
国民の安心安全を守るんじゃないの
経済優先してたらイギリスのようになる
そうなると
感染爆発してはもう手の打ちようがありません
国民はみんな不安しかない"
1543,155-3,bla*****,コロナコロナコロナて本当に菌か？
1544,155-4,匿名,"国内で変異種も出てるってのに、何で小出し小出しでしかやらんのかなこの人は……先手先手はどこ行った？口先だけは先手だが、やる事は後手も後手だなホント。
給付金だって2回なかったのもオリンピック予算に回したいからだろ？


つーか会議の画像？に1台としてパソコンもないし、何でこのおじいちゃん達はリモートしてないの？あぁそうか出来ないもんね、若い人を使う気もないし、いつまでも居座りたいからね。
そりゃこの国の国会はおろか、一般企業だって成長しないわけだし、テレワークが広まらない訳だよ。"
1545,155-5,boo,"バランスが難しいですよねー。
何をしたって何か言われる。"
1546,155-6,ayj*****,"今回の宣言はほんと効果ない気がする。

インタビューで「2回目で慣れちゃって笑」っていうてパチ屋に並んでた人いたし。"
1547,155-7,ace****,宣言はして欲しいが時短協力金は反対。なんで飲食店を守らないかんの。潰れるところは潰れりゃ仕方ない。
1548,155-8,赤い彗星,経済優先は分かりますが、チマチマしていると感染は終息しないでしょう。全国に緊急事態宣言しないと、無理です、このままのズルズルが1番最悪のケースになる。
1549,155-9,tan*****,"関西でも緊急事態宣言発令。。。
で？出して終わりですか？国民の注意力が増して感染拡大を防げるんですか？
この人たちって元は頭の良い人たちの集まりのはずなのに、結局定常業務しかてきないじゃん。
こういうところからＡＩ化、いや、もっと低レベルなロボ化を進めて人件費大幅にカットしたらいいと思う。
ロボには飲み会不要、忖度不要、黒い金も不要。いま政治家にもたれている疑惑が全て解消するよ。"
1550,155-10,ホテル新小岩,"この対応のまずさ
デジタルうんぬんいうてますが
改善は無理ですな

なんですか表明って"
1551,156-1,ryo*****,本気で感染拡大止めようとしてるか？
1552,156-2,zkx*****,"出しても、テレワークや在宅勤務出来ない人はどうするの？？って感じ。今回は当然それなりに補償あるんだよね？
結局、前回同様に現場仕事の人に負担がかかる。
そういう所もしっかり対応等を考えて出してはどうかと。"
1553,156-3,404 Not Found,週末くらいには東海地方もですか？
